Attempt Regex,DeepSeek Output
(ab+ba)*(aa+ab+ba+bb)*,"positive example: [ababaa, babaab, abbaaa, bbaabb, ababba], negative example: [aabba, bbaa, abaab, baba, aabb]"
b*(aa+)*,"positive example: [""b"", ""aa"", ""baa"", ""bbaa"", ""aaaa"", ""baaaa"", ""bbaaaa""],  
negative example: [""a"", ""ab"", ""aba"", ""aab"", ""bba"", ""abaa"", ""baab""]"
((a|b)*bb(a|b))|a*,"positive example: [abba, bba, aabba, bbb, aaaa], negative example: [ab, b, aa, baba, aab]"
((aaa)|(aba))*,"positive example: [aaa, aba, aaaaba, abaaba, aaaabaaba], negative example: [aa, ab, aab, baa, abba]"
(ab+ba)*(a+b)+(a+b)?,"positive example: [ab, ba, a, b, aba, bab, abab, baba, abba, baab, aab, bba, aabb, bbaa], negative example: [aa, bb, abb, baa, abbb, baaa, abbba, baaab, aaaa, bbbb]"
(a*|baa*),"positive example: [a, aa, baa, baaa, baaaa], negative example: [b, ba, ab, aab, bba]"
(00|01|10|11|000|111|100|010|001|110|101|011),"positive example: [00, 01, 10, 11, 000, 111, 100, 010, 001, 110, 101, 011], negative example: [0, 1, 0000, 1111, 1000, 0100, 0011, 1100, 1010, 0111]"
(aa|bb)*aaa,"positive example: [aaa, aaaaaa, bbaaa, aabbaaa, bbbbaaa], negative example: [aa, bb, aabb, bbaa, aabbaa]"
(ab)*|(ba)*|(a(bb)*a),"positive example: [ab, ba, aaa, abab, baba, abba, ababab, babaab, aabbaa], negative example: [a, b, abb, baa, abbaa, bbaa, aab, bbba]"
(a*)|(a*b*),"positive example: [a, aa, aaa, ab, aab, aaab, b, bb, bbb], negative example: [ba, aba, aaba, baa, abab, aabb, abba]"
0*(0*1+0*1)*,"positive example: [""01"", ""001"", ""0001"", ""0101"", ""001001"", ""00010001""], negative example: ["""", ""0"", ""00"", ""000"", ""1"", ""10"", ""100"", ""1000""]"
(ab*ab*)*a*ba*,"positive example: [abba, abaabba, aabba, abababba, aabbaa], negative example: [ab, aab, baa, abab, baba]"
(a*(bb*))*,"positive example: [a, aa, abb, aabbb, b, bb, bbb, abba, aabbaa], negative example: [ab, ba, aba, baba, aab, baa, abab, bbba]"
(001|10101|110)*,"positive example: [001, 10101, 110, 001001, 1010111001, 110110], negative example: [0, 1, 01, 10, 100, 1010, 111, 0010, 10100, 1101]"
(a|b)*abb((a|b)*b)*,"positive example: [abb, aabb, babb, ababb, babbabb, aababb, ababbaab],  
negative example: [ab, ba, aab, bba, aba, bab, aabab]"
(b*(aa*)b*)*,"positive example: [""ab"", ""aab"", ""baab"", ""bbaaab"", ""aaaabbb""], negative example: [""a"", ""b"", ""aba"", ""baaab"", ""bbabbb""]"
0*|1*,"positive example: ["""", ""0"", ""00"", ""1"", ""11""], negative example: [""01"", ""10"", ""001"", ""110""]"
b*(ab+ba+b)*,"positive example: [b, ab, ba, bba, abab, baba, bbbab, bbaab], negative example: [a, bbabb, baa, abbaa, abbba, aab, bbaa]"
a*(bb)*a*b+a*(bb)*a*,"positive example: [""aabbba"", ""bbaaab"", ""abbaabba"", ""aabbaab"", ""bbabba""], negative example: [""aba"", ""abab"", ""bbaabab"", ""aababba"", ""bbababa""]"
ab|ba|aa|bb|a*b*aaa,"positive example: [ab, ba, aa, bb, aaa, baaa, aabaa, bbaaa], negative example: [a, b, aba, bab, aaba, bbba, abab, baba]"
(a|b)*baa+b*,"positive example: [baa, bbaaa, abbaab, aabaa, bbaaab], negative example: [aba, bba, aab, baba, abab]"
((a|b)a*ba)*|((a|b)a*b)*,"positive example: [aba, aaba, baba, aaaba, abab, aabab, babab, aaabab], negative example: [a, b, aa, bb, ab, ba, aab, bba, abba, babaab]"
(a)*(b|bb)(a)*(bb)*(a)*,"positive example: [ab, bba, aabaa, bbab, aabbaa], negative example: [a, b, aa, bbb, aba]"
aaaa*,"positive example:[aaaa, aaaaa, aaaaaa], negative example:[a, aa, aaa]"
((a|b)a+b)+,"positive example: [aab, baab, aabaab, baaab, aabaaab], negative example: [ab, ba, a, b, aabb]"
a*b(aaa*)*(a|b)*,"positive example: [""aab"", ""ba"", ""abba"", ""aaabaaa"", ""baba""], negative example: [""bb"", ""aaa"", ""baabba"", ""a"", ""bbba""]"
(a*ba*ba*)*,"positive example: [abab, aabbaa, baba, aaabaaabaa, bbaa], negative example: [a, b, aa, bb, aba]"
1*0*011*0*,"positive example: [100110, 11100110, 1000110, 1001100, 1100110], negative example: [101010, 110101, 100101, 1100101, 101100]"
(0*1)*,"positive example: [""1"", ""01"", ""001"", ""0001"", ""101"", ""00101"", ""0001101""],  
negative example: ["""", ""0"", ""00"", ""000"", ""10"", ""100"", ""010"", ""0010""]"
(b*)+(a*b*),"positive example: [b, bb, a, ab, bbb, aab, baba], negative example: [aa, aba, bba, aaa, abab]"
b(aa+ab+ba+bb)*,"positive example: [baa, bab, bba, bbb, baaaa, baab, baba, bbba, bbbbb, baaab],  
negative example: [a, b, aa, ab, bb, aaa, aba, abb, baaa, babb]"
a+(a|b)+a+b,"positive example: [aaaaaabab, aababab, aaaabbaaab], negative example: [aab, aababa, aaabbb]"
b*a*b*aaa,"positive example: [""baaabaaa"", ""aaabaaa"", ""bbbaaabaaa"", ""baaa"", ""aaa""],  
negative example: [""baab"", ""aab"", ""bbbaaab"", ""ba"", ""aa""]"
(101)*|(010)*|0*|1*,"positive example: [101, 010, 0, 1, 101010, 010010, 000, 111, 1010, 0101], negative example: [1001, 1100, 0011, 1011, 0100, 0110, 100, 011, 110, 001]"
(0|1)*1*01*0,"positive example: [ ""010"", ""11010"", ""10100"", ""00100"", ""111010"" ], negative example: [ ""0"", ""1"", ""11"", ""000"", ""1010"" ]"
(1|0)0*1+,"positive example: [101, 0011, 10001, 000111], negative example: [11, 000, 010, 1000]"
(ab+ba)(aa+ab+ba+bb)*,"positive example: [ab, ba, abaa, baab, baba, abba, abab, baaa, babaab, abbbaa],  
negative example: [a, b, aa, bb, aab, bba, aba, bab, aabb, bbba]"
((a|b)a*ba)*(a|((a|b)a*b)),"positive example: [aba, aabaa, baba, aaabaa, ababaa], negative example: [ab, ba, aab, bba, aaab]"
b*(aa*)*b*,"positive example: [b, aa, bbb, aab, baaaab, baaab], negative example: [aba, aabba, baaabba, abab, baba]"
(a+bb)*bb*,"positive example: [bb, abbbb, aabbb, aabbbbb, bbb], negative example: [a, aa, ab, b, bba]"
a*(b+)(a|bb)*,"positive example: [ ""ab"", ""aab"", ""bb"", ""abba"", ""aabbbaa"" ], negative example: [ ""ba"", ""baba"", ""aaa"", ""bbb"", ""abab"" ]"
(111)*,"positive example: [111, 111111, """", 111111111], negative example: [1, 11, 1111, 11111]"
((a|b)*(ab|b)b+(a|b)*b(ba|b)+a*)*,"positive example: [""abba"", ""abbbba"", ""bababbaa"", ""aababbaa"", ""bbabbaa""],  
negative example: [""a"", ""b"", ""aba"", ""baa"", ""abab""]"
0*|1*|0*1+0*1+0*|1*0+1*0+1*,"positive example: ["""", ""0"", ""1"", ""00"", ""11"", ""01"", ""0011"", ""000111"", ""110011"", ""10101""],  
negative example: [""010"", ""1010"", ""0101"", ""00101"", ""11010"", ""0110"", ""1001"", ""101010""]"
a*b(a*ba)*a*,"positive example: [""aba"", ""aabaa"", ""aababaa"", ""ba"", ""babaa""], negative example: [""ab"", ""aaba"", ""b"", ""aa"", ""abab""]"
((b*)aaa*),"positive example: [baaa, bbaaaa, bbbaaaaa], negative example: [aa, b, bba]"
(0*1|(11)*|(101)*|111|1),"positive example: [""0"", ""1"", ""01"", ""001"", ""0001"", ""11"", ""1111"", ""101"", ""10101"", ""111""],  
negative example: [""00"", ""10"", ""011"", ""100"", ""110"", ""1010"", ""1110"", ""0111"", ""1001"", ""1101""]"
(1|01*0)*,"positive example: [1, 010, 01010, 110, 1010, 0101], negative example: [0, 00, 011, 100, 0010, 101]"
(a)*|(b)*baa(ab)*b+,"positive example: [a, aa, aaa, bbaaab, bbaaabb, bbaaabbb], negative example: [b, ab, ba, bba, baa, bbaa, bbaaba, bbaabab]"
a*|b*aaa,"positive example: ["""", ""a"", ""aa"", ""b"", ""bb"", ""aaa"", ""baaa"", ""bbaaa""], negative example: [""ab"", ""ba"", ""aab"", ""bba"", ""abaa"", ""baaab""]"
(0+1)|0,"positive example: [0, 1, 00], negative example: [01, 10, 11]"
(ab)*(aa|bb)*(ba)*(a+b)*,"positive example: [abaa, abbbba, aababaa, abbaa, bbaabaa], negative example: [a, b, aba, baba, ababba]"
((a|b)(a)(a)*),"positive example: [aa, ba, aaa, baa, aaaa, baaa], negative example: [a, b, ab, bb, aba, bab]"
(a*b*ab*ab*)*,"positive example: [ ""abab"", ""aabbaab"", ""aaabbbabab"", ""ababab"", ""aabab"" ],  
negative example: [ ""a"", ""b"", ""aba"", ""baab"", ""aabba"" ]"
(a|b)(a|bb|ba(a|b))*(b|ba),"positive example: [ab, aab, abb, abaab, bba, baba, bbaab], negative example: [a, b, aa, bb, aaa, bbb, abab, babb]"
0*(1)*0*,"positive example: [""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""01"", ""10"", ""001"", ""100"", ""000111000""],  
negative example: [""2"", ""01a"", ""101"", ""010"", ""110"", ""011"", ""0011"", ""1001"", ""000111001""]"
b*(ba+ab)*b*,"positive example: [bb, bba, bbab, bbb, abab, babab, bbaabb], negative example: [a, aa, aba, baa, abba, bbba, aabba]"
(a|b)((a|b)(a|b))*,"positive example:[a, b, aa, ab, ba, bb, aaa, aab, aba, abb, baa, bab, bba, bbb],  
negative example:[aaaab, bbbba, abaab, baabb, abbaa, bbaab]"
(0|1*)*(0000),"positive example: [""0000"", ""10000"", ""110000"", ""010000"", ""1110000""],  
negative example: [""0"", ""1"", ""00"", ""000"", ""00000""]"
(01|10)*,"positive example: [01, 10, 0101, 1010, 0110, 1001], negative example: [0, 1, 001, 110, 0111, 1000]"
a|b(a)(a)*,"positive example: [a, ba, baa, baaa], negative example: [b, aa, ab, aba]"
0*|0((11*0)|0*)|1((00*1)|1*),"positive example: [""0"", ""00"", ""000"", ""1"", ""11"", ""111"", ""010"", ""0010"", ""101"", ""1001""], negative example: [""01"", ""10"", ""0011"", ""1100"", ""1010"", ""0101"", ""011"", ""100""]"
(ab|aa|bb|ba)*aaaa*,"positive example: [aaa, aaaaa, abaaa, aabaaa, bbaaaa, baabaaa], negative example: [ab, aa, bb, ba, aba, bba, abab, baba, aab, baa]"
(a|b)(a|b)(a|b*)aaa*,"positive example: [aaa, baa, aab, bba, abaaa, baaaa], negative example: [aa, bb, aba, bbaa, abba, baba]"
0*(10*10*11*)*,"positive example:[""0"", ""010011"", ""101011"", ""000101011"", ""101011101011""],  
negative example:[""1"", ""0110"", ""10100"", ""010101"", ""101010""]"
(a(a*b*(aa)a*)*)*,"positive example: [""a"", ""aa"", ""aaa"", ""aaaa"", ""aabaa"", ""aabaaa"", ""aabaaaa"", ""aabaaaaa"", ""aabaaabaa""],  
negative example: [""b"", ""ab"", ""ba"", ""aba"", ""aab"", ""baa"", ""aaba"", ""abaa"", ""aababaa""]"
(a|ba|bb)*,"positive example: [a, ba, bb, aa, aba, bba, bbab, aabba, bbaa], negative example: [b, ab, abb, bab, bbb, abab, baba, abbaa]"
0*(0|1)0*,"positive example: [0, 00, 10, 010, 000, 100, 0010], negative example: [1, 01, 11, 101, 011, 110, 111]"
0*1(0*10*)+,"positive example: [1, 010, 01010, 010010, 00010010], negative example: [0, 00, 000, 01, 0010]"
0*1(0*10*)*,"positive example: [""1"", ""01"", ""001"", ""010"", ""0010"", ""0101"", ""001010""],  
negative example: [""0"", ""00"", ""000"", ""10"", ""100"", ""110"", ""0000""]"
a*|b*(baa+)*b,"positive example: [a, aa, b, bb, baaab, baaaab, bbaaab, bbaaaab], negative example: [ab, aba, bba, baba, baaaba, baaaaba]"
b*(ab*ab*)*,"positive example: [b, ab, bab, abab, bbbabab, bbb, ababab, bbababab],  
negative example: [a, ba, aba, baba, aab, bba, abba, bbaa]"
1+0(0+1)((1+0)(1+0))*,"positive example: [10, 1001, 101010, 100101, 101101], negative example: [1, 0, 11, 00, 110]"
(a(a|b)a)*,"positive example: [aaa, aabaa, aaaabaaa], negative example: [a, b, ab, ba, aab, aba, baa, aaaaab]"
(a|b)a*b(a|b),"positive example: [aba, aab, baa, baba, aaba, abba, baaa, babb], negative example: [aa, bb, ab, ba, aabba, bbba, aaa, bbb]"
b(bb)*|(a)*,"positive example: [b, bb, bbbb, a, aa, aaaa], negative example: [ab, ba, bba, aba, baba, aab]"
(a)+(ab(bb)+)*,"positive example: [a, aa, aab, aabbb, aabbbbb, aababbb, aababbbbb], negative example: [ab, abb, aabb, aabbbb, aabab, aababbbb]"
"a*b|(bb{2,})*a*","positive example: [ab, aab, bbba, bbbba, aaaaab, bbbbaaaa], negative example: [bb, aaba, bbb, a, baaa, abab]"
(1(11))*|0*,"positive example: ["""", ""0"", ""00"", ""1"", ""111"", ""111111"", ""0111"", ""000111""], negative example: [""01"", ""10"", ""011"", ""101"", ""110"", ""0011"", ""0101"", ""1110""]"
(0*10*10*)*|0,"positive example: [""0"", ""010"", ""01010"", ""1010"", ""000"", ""0010010""], negative example: [""1"", ""01"", ""101"", ""1001"", ""0110"", ""001100""]"
(b)+(aa)*,"positive example: [b, bbb, baa, bbaa, bbbaaaa], negative example: [a, ba, ab, baba, aab]"
(a*(ba*b)*a*)*,"positive example: ["""", ""a"", ""aa"", ""aba"", ""aabaa"", ""bab"", ""baab"", ""aabaabaa"", ""aababaa""],  
negative example: [""b"", ""ab"", ""ba"", ""abb"", ""bba"", ""aabba"", ""babab"", ""baaba"", ""aabbaa""]"
(b|a*),"positive example:[""b"", ""a"", ""aa"", ""aaa"", """"], negative example:[""c"", ""ab"", ""ba"", ""bb"", ""aab""]"
a*(b*(bb)*)*a*(b*(bb)*)*a*,"positive example: [""a"", ""ab"", ""abb"", ""aabba"", ""abbaa"", ""abbbba"", ""aaabbba"", ""ababba"", ""aababbaa""],  
negative example: [""b"", ""ba"", ""bba"", ""abab"", ""ababa"", ""bbaa"", ""aabab"", ""babab"", ""ababab""]"
(((a|b)+)?(baa)a*b)*,"positive example: [baa, abbaabaa, aabaaabaa, bbaabaa, baaabaa], negative example: [a, b, aba, baaa, ababaa]"
(b|aa)*(a)*,"positive example: [b, aa, a, baa, aaa, bba, baaa, aaaaa], negative example: [ab, ba, aba, aab, baba, aabb, bbaa, aaab]"
a*b*(ba+ab)b*a*,"positive example: [ ""aabbaa"", ""bbabbb"", ""ababaa"", ""baabba"", ""aababaa"" ],  
negative example: [ ""aaba"", ""bbab"", ""abbaa"", ""baab"", ""aabab"" ]"
"a*b(b{2,})*a*","positive example: [abbba, aabbbba, bbbaa, abbbbbba], negative example: [ab, bba, abab, bbaa]"
(ab)*|(ba)*|(aa)*|(bb)*(aaa),"positive example: [abababaaa, baaa, aaa, bbbaaa], negative example: [abba, baba, aab, bbba, ababab, bbbbaa]"
0*((1+1)*),"positive example: [""0"", ""01"", ""011"", ""0011"", ""000"", ""00011"", ""01111"", ""000111""],  
negative example: [""1"", ""10"", ""101"", ""110"", ""1110"", ""1001"", ""1010"", ""111""]"
(a*ba*)?(a*ba*ba*ba*)*,"positive example: [ab, aba, ababab, baba, babababa], negative example: [a, b, aa, bb, aabaa]"
1*((1*)?)*|0*,"positive example: [""1"", ""11"", ""111"", ""0"", ""00"", ""000"", ""1"", ""01"", ""001"", ""10"", ""100""]  
negative example: [""2"", ""12"", ""21"", ""101"", ""110"", ""011"", ""0011"", ""1110"", ""0001""]"
0*1*0*1*0*1*,"positive example: [""010101"", ""000111000"", ""00110011"", ""101010"", ""000000111111""],  
negative example: [""010201"", ""1100012"", ""10101a"", ""001122"", ""000111222""]"
0*01*0*10,"positive example: [0010, 000110, 010, 000010], negative example: [001, 0001, 0100, 00010]"
(a|b)*(baa)(b)(a|b)*,"positive example: [baaba, abbaab, bbaaab, aabaaab, bbaab], negative example: [aba, baba, aab, bbb, aaa]"
0*1*0*1*0*,"positive example: [ ""01010"", ""000111000111000"", ""10001"", ""000000111111000000111111000000"", ""1"" ], negative example: [ ""10101"", ""00110011"", ""010101"", ""111000111000111"", ""0000111100001111"" ]"
((a*|b*)(a*|b*))aaa,"positive example: [aaaaa, baaaa, aabaa, bbaaa, aaaa], negative example: [aaa, aaab, bbb, abab, baba]"
(a*ba*bb*)*,"positive example: [ab, abb, aabaaab, baab, bbb], negative example: [a, b, aa, bbbba, abaabaa]"
a+(a|b)+a+(ab)*,"positive example: [aaa, aabaa, aabaab, aabaaab, aaaaab], negative example: [ab, ba, aab, baa, aaab]"
(1*01*01*0*1*)*,"positive example: [""101"", ""1001"", ""10101"", ""1000101"", ""1010101""],  
negative example: [""0"", ""1"", ""11"", ""00"", ""100""]"
(baa)*b,"positive example: [baab, baaabaab, baaab], negative example: [b, ba, baaa]"
(a?)|((a|b)a*b(a?)),"positive example:["""", ""a"", ""ba"", ""aaab"", ""aabba"", ""ab"", ""bba""],  
negative example:[""b"", ""bb"", ""aaa"", ""aba"", ""bab"", ""baa"", ""bbb""]"
b*a*(aa),"positive example: [aa, baa, aaa, bbaa], negative example: [a, b, ab, ba]"
a*(b|aba)*,"positive example: [""a"", ""b"", ""aba"", ""aab"", ""aaba"", ""aaaba"", ""aababa"", ""aaaaab""],  
negative example: [""abba"", ""baa"", ""abab"", ""bab"", ""abaa"", ""aabaa"", ""baaba""]"
(0)*(111*)(0)*,"positive example: [0, 111, 01110, 000111000, 1110], negative example: [1, 011, 110, 0001, 11110]"
a+|a*b*,"positive example: [a, aa, aaa, b, bb, aab, aabb, ab, abbb], negative example: [ba, aba, baa, abab, baba, abba]"
(a)*(b)*,"positive example: [a, aa, b, bb, ab, aab, abb, aabb], negative example: [ba, aba, baa, bba, abba, abab, baba]"
1*(0+1+)*,"positive example: [""1"", ""10"", ""11"", ""101"", ""110"", ""111"", ""1010"", ""1111""],  
negative example: ["""", ""0"", ""01"", ""001"", ""000"", ""010"", ""0110"", ""1001""]"
(a|b(a)*a)*b(a)*,"positive example: [ba, aba, baa, baaa, aaba, abaa, abaaa, baba, baaba, baaaba], negative example: [ab, bb, aab, abb, bba, aaab, abab, babb, aabb, abba]"
(1+0*1+)*|(0+1*0+)*|1*|0*,"positive example: [1101, 0010, 111, 000, 10101, 01010, 1, 0],  
negative example: [1102, 0012, 1112, 0002, 10102, 01012, 2, 12]"
(0*1|(11)*|(101)*),"positive example: [""0"", ""1"", ""11"", ""101"", ""001"", ""1111"", ""101101"", ""0001""], negative example: [""01"", ""110"", ""1001"", ""1010"", ""11101"", ""0000"", ""10""]"
a*b((ba*|a))a*,"positive example: [abba, aabbaa, baa, aabba], negative example: [ba, ab, baba, aaab]"
a*baa*a*,"positive example: [""ba"", ""baa"", ""baaa"", ""aba"", ""abaa"", ""aaba"", ""aabaa"", ""aaabaa""], negative example: [""a"", ""aa"", ""aaa"", ""ab"", ""abaab"", ""baab"", ""b"", ""bb""]"
"(a|b)*a{2,}","positive example: [aa, aaa, baa, abbaa, bbbaa], negative example: [a, b, ab, ba, baba]"
(a)*((b)+(aa)+)*,"positive example: [a, aa, b, aab, aaa, baa, aabaa, aaaa, baaa], negative example: [ab, ba, aba, aaba, aabba, aabaaa, baba, aaab]"
((1+)+)|0*,"positive example: [""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""011"", ""110"", ""0011"", ""1111""],  
negative example: ["""", ""01"", ""10"", ""101"", ""010"", ""001"", ""100"", ""0001"", ""1110"", ""0110""]"
1+(0*)+(11*)+(0*),"positive example: [ ""1010"", ""1100"", ""10011"", ""111000"", ""101100"" ], negative example: [ ""0"", ""01"", ""0011"", ""1111"", ""0000"" ]"
0*10*1*0*(1)*,"positive example:[""01"", ""0010"", ""000100"", ""010"", ""0001100""], negative example:[""0"", ""1"", ""001"", ""100"", ""0001""]"
a|b+aaa,"positive example: [a, baaa, bbaaa], negative example: [aa, b, ab, bbb]"
0*11+0*,"positive example: [""0110"", ""110"", ""000111000"", ""1110"", ""01110""], negative example: [""01"", ""10"", ""000"", ""1111"", ""011""]"
(a*)+(b*)+a+a,"positive example: [""aaaabbaa"", ""bbaaa"", ""aaabbaa"", ""aaaaa"", ""bbaa""],  
negative example: [""abab"", ""aab"", ""baa"", ""abba"", ""bba""]"
b*ab*ba*,"positive example: [abba, baba, bbaa, ababa, bbbabba], negative example: [a, b, aba, bbb, aab]"
(a*b*aaa)*,"positive example: [""aaa"", ""abaaa"", ""aabbaaa"", ""bbaaa"", ""aaaaa""], negative example: [""aa"", ""ab"", ""aabba"", ""bb"", ""baaa""]"
1|(111)*|01|10,"positive example: [1, 111, 111111, 01, 10], negative example: [0, 11, 101, 110, 1110]"
(a+b*bb)*,"positive example: [a, abb, aabb, bbb, aabbb, abbaabb], negative example: [b, ab, bba, aaab, bab, abab]"
(aa+ab+ba+bb)*,"positive example: [aa, ab, ba, bb, aaaa, abab, baba, bbbb, aabbaa, bbaabb], negative example: [a, b, aab, bba, abaab, bbaa, aabbab, bbabba]"
1*0*1*0*1*0*1*0*,"positive example: [""10101010"", ""11110000"", ""10001100"", ""00001111"", ""11000011""], negative example: [""1010101"", ""111100001"", ""100011001"", ""000011110"", ""110000111""]"
(0+1*0+|1+0*1+)*|0*|1*,"positive example: [""0"", ""1"", ""00"", ""11"", ""010"", ""101"", ""0000"", ""1111"", ""0101"", ""1010"", ""001100"", ""110011""],  
negative example: [""2"", ""01a"", ""10b"", ""0012"", ""110a"", ""abc"", ""012"", ""102"", ""00012"", ""11102""]"
1*(10*1)*1*|0*(01*0)*0*,"positive example: [ ""111"", ""10101"", ""01010"", ""000"", ""1001"", ""0110"", ""1111"", ""0000"", ""101"", ""010"" ],  
negative example: [ ""1100"", ""0011"", ""1010"", ""0101"", ""100"", ""011"", ""1110"", ""0001"", ""1011"", ""0100"" ]"
a*b*(aa)a*,"positive example: [aaa, aabaa, baa, aaaa, aa], negative example: [ab, b, aab, bba, aba]"
(bb)*|(a+b)*,"positive example: [bb, bbbb, a, b, ab, aab, bba, aaabbb], negative example: [ba, aba, baba, abab, baa, aabba]"
(0+1*0*1*0+)*,"positive example: [""0"", ""1"", ""00"", ""01"", ""10"", ""11"", ""000"", ""010"", ""100"", ""101"", ""110"", ""111"", ""0101"", ""1010"", ""1100"", ""1111""],  
negative example: [""2"", ""a"", ""0012"", ""10a"", ""b1"", ""0112"", ""120"", ""abc"", ""0a1"", ""1b0"", ""01c"", ""c10""]"
0(0|1)0*,"positive example:[000, 0100, 010, 0010], negative example:[100, 110, 0011, 011]"
"a*b*a{2,}","positive example: [aa, aaa, aba, abba, aabaa], negative example: [b, ab, ba, bab, abab]"
b+(a+b)*b,"positive example: [bb, bbb, baba, bbab, baaab], negative example: [a, ba, ab, baa, abab]"
a*ba*|a*bbb*a*,"positive example: [ba, ab, aaaab, bbaa, aabbbaa], negative example: [a, bbb, aaa, baba, abab]"
b+((bb)*(a)*)*,"positive example: [bb, bbba, bbbbaa, bbbbbba, bbbbbbaaa], negative example: [a, ba, baa, bbab, bbbabaa]"
(a+b)*(b+b+)(a+b)*,"positive example: [abba, aabbb, bbba, ababba], negative example: [aaa, bbb, aba, abab]"
(0*1(11)*0*)|(111)*,"positive example: [""01"", ""111"", ""01110"", ""111111"", ""000111000"", ""0"", ""1""],  
negative example: [""011"", ""110"", ""001100"", ""101"", ""1110"", ""0111"", ""000""]"
(0(0*1*)*0)|1(0*1*)*1?,"positive example: [00, 11, 010, 101, 0010, 1101, 00010, 11101], negative example: [0, 1, 01, 10, 001, 110, 0001, 1110]"
(1+0*1+)*(0+1*0+)*,"positive example: [101, 1101, 1001, 1010, 10101, 11010, 10010], negative example: [0, 1, 00, 11, 010, 001, 111]"
0*(111)*(1)*,"positive example: [0, 111, 0111, 0001111, 1111, 01111], negative example: [1, 01, 110, 0110, 101, 1110]"
(ab|ba?)(aa|ab|ba|bb?)*,"positive example: [ab, baa, abab, baaa, bab, bba], negative example: [a, b, aba, bbb, aab, baba]"
(0(1*)00),"positive example: [000, 0100, 01100, 011100], negative example: [0, 00, 010, 0110, 01110]"
(((a|b)a*b)*|((a|b)a*ba)*|((a|b)a*ba(a|b)a*b)*)?,"positive example: [ab, aab, baaab, baa, aba, baaba, aabab, aabaab, baaabab], negative example: [bb, aaa, bbb, ababab, aabba, baba, aaabbb, baabba, abbba]"
