Attempt Regex,DeepSeek Output
(11)*|0(11)*|(11)*0|0*|(101)*,"positive example: [11, 0, 011, 110, 00, 101, 1111, 0011, 1100, 000, 101101],  
negative example: [1, 10, 01, 100, 001, 1010, 1110, 0110, 0101, 1001, 1101]"
(0*(10*1)*0*10*),"positive example: [""0"", ""1"", ""01"", ""10"", ""010"", ""101"", ""0010"", ""1010"", ""01010"", ""0001000""],  
negative example: ["""", ""00"", ""11"", ""001"", ""110"", ""0001"", ""1110"", ""0011"", ""1100"", ""000011""]"
(a)b,"positive example: [ab],  
negative example: [a, b, aa, bb, ba]"
a*bb+bba*,"positive example: [bb, bbba, abbba, aabbbaa, bbb], negative example: [a, ba, ab, b, baba]"
"(a+|(b{1}a{2,})+)+","positive example: [aa, baa, aabaa, baaabaa, aaaa], negative example: [b, ab, ba, bba, aab, baba]"
(1*)|(0*)|(1+0+1((1+0+1)|(01))*)|(0+1+0((0+1+0)|(10))*),"positive example: [""1"", ""0"", ""11"", ""00"", ""101"", ""010"", ""11011"", ""01010"", ""10101"", ""101101"", ""010010""],  
negative example: ["""", ""01"", ""10"", ""011"", ""100"", ""1100"", ""0011"", ""1010"", ""0101"", ""111000"", ""000111""]"
(0*(11)*10*),"positive example: [0, 11, 110, 0110, 001100, 11110, 011110], negative example: [1, 10, 101, 0111, 00111, 11101, 01010]"
(ab)*(ba)*,"positive example: [ab, ba, abab, baba, abba, ababba], negative example: [a, b, aba, bab, ababab, bababa]"
"([a]+)|(b{1}a{2,})","positive example: [a, aa, baa, baaa, aaaa], negative example: [b, ab, ba, aba, baba]"
a,"positive example: [""ab"", ""aab"", ""aaab""], negative example: [""b"", ""ba"", ""aba""]"
a*b(a*bb)*(bba*)*,"positive example: [""ab"", ""aab"", ""aabbb"", ""abba"", ""aabbba"", ""aabbbbaa""],  
negative example: [""b"", ""bb"", ""ba"", ""aabab"", ""aabbaa"", ""aabbbab""]"
(((a|b)a*ba)*|((a|b)a*b))?,"positive example: [""aba"", ""aaba"", ""baaba"", ""ababa"", ""baba""], negative example: [""aa"", ""bb"", ""abab"", ""baab"", ""aab""]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010],  
negative example: [0, 11, 101, 110, 011, 000, 1010, 1100, 0110]"
a*(bb+)*a*,"positive example: [""a"", ""bb"", ""aa"", ""abba"", ""bbbb"", ""aabbaa"", ""aaa"", ""bbbba""], negative example: [""b"", ""aba"", ""abab"", ""bbaab"", ""bab"", ""aabab"", ""baba"", ""ab""]"
[ab]*(baaa*)+b,"positive example: [baaab, abaaab, baaaaab], negative example: [ab, baaa, aaaab]"
(b)((a)*(bb)*)*,"positive example: [b, ba, bab, babb, baab, bbb, baabb, baaabbb], negative example: [a, ab, aba, abab, abb, aab, aaab, abbb]"
(a)*(baa)*(a)*(baa)*,"positive example: [a, baa, aabaa, aabaaa, baaabaa], negative example: [b, aba, aab, ba, abaaab]"
(a*(baa+)a*)*,"positive example: [""a"", ""baaa"", ""abaaaa"", ""aabaa"", ""baaabaa""],  
negative example: [""b"", ""ba"", ""baaab"", ""ab"", ""baaaba""]"
(a)*|((b)(aa))*(a)*,"positive example: [a, aa, aaa, b, baa, baaaa, aabaa, aabaaaa], negative example: [ab, ba, bba, baba, aab, baaaab, aaabaa]"
(a)*(bb|bbb)*(a)*,"positive example: [""a"", ""aa"", ""bb"", ""bbb"", ""aabbb"", ""bbbaa"", ""aaaabbbbbaaa""],  
negative example: [""ab"", ""ba"", ""aba"", ""b"", ""aabba"", ""bbabbb"", ""aaabbaaa""]"
(0(0|1)*0)|(1(1|0)*1),"positive example: [00, 11, 010, 101, 0110, 1001], negative example: [0, 1, 0101, 1010, 0011, 1100]"
(bbab)*(a+b)*bab(a+b)*(babb)*,"positive example: [bbabaabab, bbabab, aabab, bbababab, bbabababbabb], negative example: [bbab, aab, babab, bbabababab, bbabababba]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000],  
negative example: [0, 00, 11, 101, 110, 1001, 1010, 1100, 0000, 0011, 0110, 0101, 10001, 10100, 11000, 00000, 00101, 01001, 01100, 100001, 101000, 110000, 000001, 001000, 010001, 011000]"
(a|bb)*b,"positive example: [b, abb, bbb, abba, bbbab], negative example: [a, bb, aba, bbba, abab]"
0+(0*1*)0+,"positive example: [""000100"", ""000110"", ""0000100"", ""0000110"", ""00000100""], negative example: [""01"", ""10"", ""001"", ""100"", ""0001""]"
1(11)*,"positive example: [1, 111, 11111], negative example: [11, 1111, 111111]"
(0*1+)+(1*0+)+,"positive example: [""0110"", ""001110"", ""000111000"", ""011100"", ""001100""],  
negative example: [""0"", ""1"", ""00"", ""11"", ""0101""]"
(a+bb)*a*,"positive example: [a, aa, aaa, bba, abba, aabba, bbaa, aabbaa], negative example: [b, bb, ab, bab, baba, aab, baab, abab]"
(aa|bb|ba|ab)(a*b*a*)aaaa*,"positive example: [aaaabaaaaa, bbaaaaaaa, abbaaaaaa, baaabaaaaa], negative example: [aaabaa, bbbaa, aabba, ababaa]"
(a)*(b*bbb*)*(a)*(b*bbb*)*(a*),"positive example: [ ""a"", ""b"", ""aa"", ""ab"", ""ba"", ""bbb"", ""aab"", ""abbb"", ""baa"", ""bbba"", ""aaaa"", ""abbbb"", ""bbbba"", ""aabbb"", ""abbbba"", ""bbbbaa"" ],  
negative example: [ ""c"", ""ac"", ""bc"", ""abc"", ""aac"", ""bbbc"", ""aabb"", ""abba"", ""baba"", ""bbab"", ""abab"", ""bab"", ""aabbc"", ""abbbc"", ""bbbbaac"" ]"
(a*)(b)(a*|(b(a*)b))(a*),"positive example: [""aba"", ""aabaa"", ""baab"", ""aaabaaa"", ""bb""],  
negative example: [""abba"", ""aabbaa"", ""bab"", ""aaabbaaa"", ""bbb""]"
(b*aa+b*)|(b*a+ab*)|b*,"positive example: [b, aa, baa, aab, baaa, baab, aabb, bbbaa, bbaab, bbb],  
negative example: [a, aba, bab, abab, baba, abba, bbba, abbb, aaaa, bbbab]"
(((a|b)a*ba)*)|((a|b)a*b),"positive example: [aba, baba, aaba, aabba, baaba, bbaaba], negative example: [aa, bb, baa, abab, abbaa, bbaa]"
(aa|bb|ba|ab)(a*b*a*b*)aaaa*,"positive example: [aaaabbaaaa, bbaabaaaa, abbaabaaaa, baaabaaaaa], negative example: [aaaabbaa, bbaabaa, abbaaba, baaabaa]"
(aba)+(aaa),"positive example: [abaaaaa, abaabaaaa, abaaaaaa], negative example: [aaa, aba, ababaa]"
(1*(0000)*1*)*,"positive example: [""1"", ""0000"", ""100001"", ""1110000111"", ""10000100001"", ""111000011100001""],  
negative example: [""0"", ""000"", ""00001"", ""10000"", ""100000"", ""1100001"", ""000011""]"
(bb)*|a*|(bb)*,"positive example: [bb, a, bbbb, aa, bbaa], negative example: [b, ab, baba, aab, bbaab]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 1111, 11110, 10101, 10000, 11001, 0000]"
(a*(bb|bbb)a*),"positive example: [aaabba, bbba, aabbbaa, bbb, aabbaa], negative example: [a, b, ab, ba, abab]"
a*b*a*(bab)(a|b)*,"positive example: [""aababab"", ""baababaa"", ""aaababbb"", ""bbababab"", ""abababab""],  
negative example: [""aba"", ""bbba"", ""aabba"", ""babab"", ""aabbaa""]"
a*bb(b)*a*|a*,"positive example: [""bb"", ""abba"", ""aabbbba"", ""aaaa"", ""aabbb""], negative example: [""b"", ""aba"", ""abab"", ""ba"", ""bbaab""]"
(aa|bb|ab|ba)(a*b*)a*(aaa),"positive example: [aaaabaaa, bbaaabaaa, abaaabaaa, baaabaaa], negative example: [aaa, aabbaa, bbaa, abbaa]"
(0(0*1*)*0)|(1(0*1*)1),"positive example: [000, 010, 100, 110, 0010, 0110, 1010, 1110], negative example: [0, 1, 01, 10, 001, 011, 101, 111]"
(11)*0*1(11)*0*(11)*|1(11)*0*(11)*0*(11)*|(11)*0*(11)*0*1(11)*|0*1(11)*0*1(11)*0*1(11)*0*,"positive example: [""110111011"", ""101101101"", ""1110111011"", ""0101010101""], negative example: [""110110"", ""101010"", ""111111"", ""000000""]"
a*b(a|(bb|bab))*,"positive example: [""ab"", ""aab"", ""abab"", ""abbb"", ""aabbab"", ""aababbb""],  
negative example: [""b"", ""ba"", ""bb"", ""bab"", ""aaba"", ""aabbba""]"
(bb)*(a)*(bb+b)*(a)*(bb)*,"positive example: [bb, a, bba, bbaa, bbbba, bbaabba], negative example: [b, ba, ab, baba, baaab, abbba]"
(10*1)*,"positive example: [11, 101, 1001, 10101, 101001], negative example: [0, 01, 10, 100, 1000]"
(00)|(01)|(10)|(100)|(010)|(001)|(110)|(001)|(101)|(111),"positive example: [00, 01, 10, 100, 010, 001, 110, 101, 111],  
negative example: [0, 1, 11, 000, 011, 1010, 1111, 1000, 0001]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000, 011001, 011010, 011111, 011100, 010101, 010110, 010011, 010000, 101001, 1010001],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 0000, 0011, 0101, 0110, 10001, 10100, 11000, 11110, 00000, 00110, 01010, 01100, 100001, 101000, 110000, 111100, 000000, 001010, 010100, 011000, 1000000]"
(a*b){3}aaa,"positive example: [aaabaaabaaabaaa, bbbaaa, aabaababaaa], negative example: [aaabaaabaaa, bbaaa, aabaabaaa]"
((a|b)a*b)(a?),"positive example: [baab, aab, baaaab, baaab, aab], negative example: [ab, b, a, bb, aa]"
(a*)+baa,"positive example: [baa, abaa, aabaa, aaaabaa], negative example: [aa, aba, baaa, aaba]"
(0|11)*,"positive example: [0, 11, 00, 110, 0110, 1111, 0000], negative example: [1, 01, 10, 101, 1110, 0011, 011]"
(0*)(11)*,"positive example: [ """", ""0"", ""00"", ""11"", ""0011"", ""000011"", ""11"", ""1111"", ""011"", ""001111 ], negative example: [ ""1"", ""01"", ""10"", ""101"", ""0110"", ""110"", ""1110"", ""0111"", ""00101"", ""0001110 ]"
0*|(0*|11)*|(10*1),"positive example: ["""", ""0"", ""00"", ""11"", ""000"", ""0011"", ""110"", ""101"", ""1001"", ""000011""],  
negative example: [""1"", ""01"", ""10"", ""011"", ""1101"", ""1010"", ""111"", ""100"", ""00101""]"
(a|bb)*a*b(a|bb)*,"positive example: [ ""a"", ""bba"", ""abba"", ""bbab"", ""aabba"", ""bbbba"", ""ababba"" ], negative example: [ ""b"", ""bb"", ""ab"", ""ba"", ""aab"", ""bbaa"", ""babba"" ]"
(a)*b(a)*(bb)*,"positive example: [b, ab, aab, bba, abba, aabbb, aabbba], negative example: [a, aa, ba, aba, baa, baba, abab]"
(baa+),"positive example: [baa, baaa, baaaa], negative example: [ba, b, aa]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000, 011001, 011010],  
negative example: [11, 110, 101, 1001, 1010, 1100, 1111, 10001, 10100, 11000, 11101, 11110, 00000, 00101, 01001, 01100, 10010, 101000, 110011, 111001, 111111, 000000, 001001, 010101, 011011, 100001, 101011, 110101, 111010, 000011, 001010, 010001, 011101, 100010, 101101, 110110, 111100, 000101, 001100, 010010, 011111, 100100, 101110, 110000, 1110010, 1111000, 0000011, 0001100, 0011110, 0100000, 0110001, 1001111, 1010000, 1101010, 1110001, 1111111]"
((a)*baa(a)*)*,"positive example: [""baa"", ""abaa"", ""aabaa"", ""baabaa"", ""abaaabaa""], negative example: [""b"", ""aa"", ""aba"", ""aaba"", ""baaba""]"
0*(10*10*11)*,"positive example: [""0"", ""101011"", ""0101011"", ""000101011"", ""10101101011""], negative example: [""1"", ""1010"", ""10111"", ""010101"", ""1010101""]"
0*0(1+0)+0*,"positive example: [""000100"", ""010"", ""0010"", ""00010""], negative example: [""0"", ""00"", ""000"", ""0000"", ""1"", ""10"", ""01""]"
a*(bbb*),"positive example: [bbb, abbb, aabbb, bbbb, abbbb], negative example: [a, aa, ab, b, bb]"
1*(100*11*)*|0*(011*00*)*,"positive example: [ ""1"", ""10011"", ""0"", ""01100"", ""1110011"", ""0001100"", ""1001110011"", ""0110001100"" ], negative example: [ ""101"", ""11001"", ""00110"", ""1001"", ""0110"", ""1001110"", ""0110011"" ]"
(a*|b*)a*(baa)a*b*b,"positive example: [ ""aabaaab"", ""baaab"", ""bbaaab"", ""aaabaaab"", ""bbbaaab"" ],  
negative example: [ ""aabab"", ""baab"", ""bbab"", ""aabba"", ""baaba"" ]"
(11)*0*1(11)*0*(11)*|1(11)*0*(11)*0*(11)*|(11)*0*(11)*0*1(11)*|1(11)*0*1(11)*0*1(11)*0*,"positive example: [ ""110111"", ""1011011"", ""1110111"", ""110101101"", ""111011011"" ], negative example: [ ""111"", ""000"", ""1010"", ""11001"", ""101010"" ]"
(b*(aa)*b*)*,"positive example: [ ""b"", ""aa"", ""bb"", ""aabb"", ""baab"", ""bbaabbaa"", ""babaab"", ""bbaa"", ""aaaabb"", ""bbbbaa"" ],  
negative example: [ ""a"", ""ab"", ""aba"", ""aabba"", ""baaab"", ""bbabab"", ""abab"", ""baaba"", ""abbaa"", ""baba"" ]"
(01+0)*|(101)*|((10)+0*1)*|((01)+1*0)*|0*|1*,"positive example: [""010"", ""101"", ""1010"", ""0101"", ""0"", ""1"", ""010101"", ""101010"", ""000"", ""111""],  
negative example: [""001"", ""110"", ""1001"", ""0110"", ""00"", ""11"", ""0001"", ""1110"", ""0100"", ""1011""]"
1(0|1)*1|0((0|1)*0)*,"positive example: [11, 101, 1001, 010, 0010, 00010], negative example: [0, 1, 00, 01, 10, 000, 011, 100, 1010]"
(0*10*10*)*,"positive example: [""1010"", ""0101"", ""001001"", ""1001"", ""101010""],  
negative example: [""00"", ""11"", ""000"", ""111"", ""0100""]"
(a|((bb)+))*|a*,"positive example: [a, bb, aabb, bbbb, aa, aaa, aabbbb, bba, bbbba], negative example: [b, ab, ba, baba, abb, bbb, abba, bab, baa]"
b+(bab)+(a|b)*,"positive example: [bbabab, bbbababba, bbababaa, bbababab, bbbababab], negative example: [ba, ab, baba, bbb, aab]"
a*(a*ba*b)*ba*,"positive example: [""ab"", ""aab"", ""ba"", ""aba"", ""aaba"", ""aaabaa"", ""aabaa"", ""aabba""],  
negative example: [""b"", ""aa"", ""aaa"", ""bb"", ""bab"", ""abab"", ""aabab"", ""aabb""]"
a*b*bb+a*bbb*,"positive example: [aabbb, abbb, bbba, bbbaa, aabbbaa], negative example: [ab, ba, aab, baba, aabba]"
(0*|(11)*)(0*|(11)*)*|(101)*,"positive example: [""0"", ""11"", ""00"", ""1100"", ""101"", ""101101"", ""0011"", ""1111"", ""0000"", ""1010101""],  
negative example: [""1"", ""01"", ""10"", ""100"", ""011"", ""1101"", ""1010"", ""1110"", ""0101"", ""10101""]"
0+(1*0*|0*1*)0+,"positive example: [""0001000"", ""0000100"", ""001100"", ""0000010"", ""0001100""],  
negative example: [""0011001"", ""010101"", ""000111"", ""100001"", ""110000""]"
a*b*(a*b*(baa)a*b*(b)),"positive example: [""abbaaab"", ""aabbbaaabbb"", ""aaabbaaabbb""], negative example: [""abab"", ""baab"", ""aabba""]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101],  
negative example: [11, 101, 110, 1001, 1010, 1100, 0000, 0011, 0110, 0101, 10001, 10100, 10010, 11000, 11110, 00000, 00101, 01100, 01010, 100001, 101000, 100010, 110000, 111100, 000001, 001010, 011000, 010100, 1000001, 1010000, 1000010, 1100000, 1111000]"
a*(ab)|(b)|(a*ba*ba*)*ba*,"positive example: [""ab"", ""b"", ""ba"", ""aab"", ""baa"", ""aba"", ""bab"", ""aaba"", ""abba"", ""aabbaa""],  
negative example: [""aa"", ""aaa"", ""bb"", ""abaab"", ""baab"", ""abab"", ""aabab"", ""aabbb"", ""bba"", ""aababa""]"
0*0*|10*1,"positive example: [0, 00, 10, 1001, 0000, 101], negative example: [1, 01, 11, 100, 010, 110]"
(b(a*)(bb))|(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example: [baabb, bbb, aaba, ba, abbb, aabbb], negative example: [aa, bbaa, abab, baaa, aabba]"
(a|b)(a|b)a*b*a*b*aaa+,"positive example: [""aabaaabaaaa"", ""baaabbaaaa"", ""aabbbaaaa"", ""baaabaaaa""],  
negative example: [""abba"", ""bbaa"", ""aabbaa"", ""baabba""]"
(0*101*)+|(1*010*)+,"positive example: [101, 010, 101010, 010101, 1010, 0101, 10101010, 01010101], negative example: [0, 1, 00, 11, 0011, 1100, 000, 111]"
(bb|a)*ba*(bb|a)*,"positive example: [""bba"", ""abaa"", ""bbabba"", ""aabaa"", ""bbbaa""], negative example: [""b"", ""aa"", ""bbb"", ""abab"", ""bbabab""]"
(a+|b+a+),"positive example: [a, aa, aaa, ba, baa, baaa], negative example: [b, bb, bbb, ab, aab, aba]"
(ab)*(ba)*(ab)|(ba)*(ab)*(ba)|(ab)*(ba)*|(ba)*(ab)*,"positive example: [ab, ba, abba, baab, abab, baba, ababba, baabab, abbaab, babaab], negative example: [a, b, aa, bb, aba, bab, abb, baa, ababab, bababa]"
((a|b)a*ba)|((a|b)a*b),"positive example: [aba, aaba, baba, aab, bab], negative example: [aa, bb, ab, ba, aabaa]"
(0(0|1)*0)|(1(0|1)*1),"positive example: [00, 11, 010, 101, 0110, 1001], negative example: [0, 1, 01, 10, 001, 110]"
[ab][ab]aaaa*,"positive example: [aaabaaaa, abaaaaa, baaaaaa], negative example: [aaa, abaa, baaaab]"
(abb)*,"positive example: [abb, abbabb, abbabbabb], negative example: [ab, a, b, bba, abba]"
1+(0|1)*,"positive example: [1, 10, 11, 100, 101, 110, 111, 1000, 1001, 1010],  
negative example: [0, 00, 01, 010, 011, 001, 000, 0001, 0010, 0100]"
0*(10*10*),"positive example: [""0"", ""010"", ""00100"", ""1010"", ""10010""], negative example: [""1"", ""11"", ""101"", ""1001"", ""10101""]"
(a+b)*bab(a+b)*,"positive example: [bab, abab, aabab, baba, babab, aaabab], negative example: [a, b, ab, ba, aab, bba, aba, bbba]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 000, 0110, 10100, 10010, 11000, 00000, 00101, 01010, 101000, 100100, 110000, 000000, 001010]"
((a+)|b+a*),"positive example: [a, aa, b, ba, baa, aaa, baaa], negative example: [ab, bb, aab, bba, aba, baba]"
ba+a+,"positive example: [baa, baaa, baaaa], negative example: [ba, baba, baaaaa]"
b*(aaa*)b*,"positive example: [baaab, baaaab, aab, aaab, baaa], negative example: [bb, ab, a, b, bbb]"
0+(1*0*)0+,"positive example: [0001000, 010, 0000, 01000], negative example: [1, 101, 111, 0011]"
(aa+|bb+)+aaa,"positive example: [aaa, aaaaaa, bbaaa, aabbaaa, bbbaaa], negative example: [aa, bb, aab, bba, aabbb]"
0*(010)*0*|1*(101)*1*,"positive example: [0, 000, 010, 010010, 101, 101101, 11101, 000101000],  
negative example: [0110, 1001, 00110, 11011, 0101, 1010, 001011, 110100]"
(0)*(11)*((01|10)(01|10))*,"positive example: [0, 11, 0011, 1101, 0110, 00011010, 11100101], negative example: [1, 01, 10, 001, 1100, 0111, 1010, 000111]"
(a+)*(baa)*(a+)*,"positive example: [aa, baa, aabaa, aaa, baaaa, aabaaaaa], negative example: [b, ab, aab, baaa, aababaa, baaaaa]"
b*a+,"positive example: [""ba"", ""aaa"", ""bbba"", ""a"", ""bbbaaa""], negative example: [""b"", ""ab"", ""baaab"", ""bb"", ""aab""]"
0*1(0*10*10*)*,"positive example: [""01"", ""0101"", ""010101"", ""0010101"", ""0001010101""], negative example: [""0"", ""1"", ""10"", ""011"", ""00100"", ""010010""]"
a*(ba*ba*)*ba,"positive example: [ba, aba, aaba, baba, aababa, aabbaaaba],  
negative example: [b, aa, ab, aab, baa, abab]"
a|(baa+)*,"positive example: [a, baa, baaaa, baaabaa, baaabaaaa], negative example: [b, ab, ba, baaaab, baaab]"
((aa*bbb*a*)+(bbb*a*))*,"positive example: [aabbbaa, bbbaa, aabbbaabbbaa, aabbbaabbbaabbbaa, bbbaabbbaa],  
negative example: [aa, bbb, aabbb, aabbba, bbbaabbbaab]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011],  
negative example: [11, 110, 101, 1001, 1010, 1100, 1111, 10001, 10100, 11001, 11110, 10111, 11000, 11101, 10010, 101000, 101101, 111000]"
