Short Description,regex,Attempt Regex,ChatGPT Output
An even number of 1's,(0|10*1)*,((11)|0)*,"positive example: [""0"", ""11"", ""0011"", ""1100"", ""110011"", ""0000"", ""1111"", ""0110"", ""110"", ""011""],  
negative example: [""1"", ""101"", ""1001"", ""11101"", ""0101"", ""1010"", ""1101"", ""100"", ""00101"", ""1110""]"
Every b followed by two or more a's,(a|baa)*,(a*|baa),"positive example: ["""", ""a"", ""aa"", ""baa"", ""aaa"", ""baaa""], negative example: [""b"", ""ba"", ""ab"", ""aba"", ""aab"", ""baba""]"
Odd number of 1s,0*10*(10*10*)*,0*(0*110*)*1(0*110*)*0*,"positive example: [""0110"", ""001100"", ""011010"", ""00011000"", ""01100110""], negative example: [""0"", ""1"", ""010"", ""110"", ""0111""]"
non isolated 'b',(a|(b*bb))*,(a)*(bb)*(bbb)*(a|bb)*(bbb)*(bb)*(a)*,"positive example: [a, bb, bbb, aabb, bba, bbbbb, aabbbbb, bbbbba, aabbbbba], negative example: [ab, b, bbbb, aab, bbba, aabbbb, bbbbaa, aabbbbaa, bbbbaab]"
non isolated 'b',(a|(b*bb))*,a*b+b+a*,"positive example: [aabbaa, bba, aabbba, aabba, bbba], negative example: [abab, aaba, baba, abba, aaab]"
At least one a followed by one b,a+b,ab{1},"positive example:[ab, abb, abbb], negative example:[a, b, aa, bb, aba, bba]"
3 | #b,a*(ba*ba*ba*)*,(a*ba*ba*ba*)*,"positive example: [ababab, aabbaabbaabb, bbb, aaaabaaaabaaaab], negative example: [ab, baba, aabbaa, aaaabaaaabaaa]"
Odd number of b's,(a*ba*b)*a*ba*,(a|bb|bab)*(b)(a|bb|bab)*,"positive example: [b, ab, bba, baba, bbab, babab, bbb, abab, bbabab],  
negative example: [a, aa, ba, aba, baa, aab, bbba, abba, baaa]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0(0*1+0+)*|1(1*0+1+)*,"positive example: [0, 1, 001, 110, 00010, 11101, 0000110, 1111001], negative example: [01, 10, 0011, 1100, 000110, 111001, 00001100, 11110011]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+(0|1)*0+)|(1+(0|1)*1+),"positive example: [000, 1010, 1111, 01010, 10001], negative example: [01, 10, 0011, 1100, 0101]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1+0+)*|(1+0+1+)*|0*|1*,"positive example: [ ""010"", ""101"", ""0"", ""1"", ""0101010"", ""1010101"", ""000"", ""111"", ""01010"", ""10101"" ],  
negative example: [ ""0110"", ""1001"", ""0011"", ""1100"", ""0101"", ""1010"", ""011"", ""100"", ""01001"", ""10110"" ]"
3 | #b,a*(ba*ba*ba*)*,a*(a*ba*ba*b)*,"positive example: [a, aa, aba, aabaa, aababaa, b, bb, bab, baab, baaab],  
negative example: [ab, aab, baa, abab, aabb, baba, abba, aaab, baaba, ababa]"
Odd number of 1s,0*10*(10*10*)*,(11)*0*1(11)*0*(11)*|1(11)*0*(11)*0*(11)*|(11)*0*(11)*0*1(11)*|1(11)*0*1(11)*0*1(11)*,"positive example: [""110011"", ""111100111"", ""100111100"", ""111100111100111""], negative example: [""1100"", ""111100"", ""100111"", ""111100111100""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1+(0+1+)*|0+(1+0+)*,"positive example: [1, 10, 110, 1010, 0, 01, 010, 0101], negative example: [2, 11a, 0011, 101, 00a, 0110a]"
non isolated 'b',(a|(b*bb))*,bb+|b+b,"positive example: [bb, bbb, bbbb, bbbbb, bbbbbb], negative example: [b, ba, abb, bba, bbab]"
Every b followed by two or more a's,(a|baa)*,"a*(b)a{2,}","positive example: [baa, aabaa, aaaaaabaa, baaaa], negative example: [b, ab, aab, aaab, baaaab]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(()(a+)+)|((b+))+((a*)+),"positive example: [""aa"", ""baa"", ""bbaa"", ""aaaa"", ""bba"", ""bbaaa""], negative example: ["""", ""b"", ""a"", ""ab"", ""ba"", ""aba""]"
Odd number of b's,(a*ba*b)*a*ba*,([a]*[b][a]*)([a]*[b][a]*[b][a]*)+,"positive example: [aba, abab, ababa, ababab, abababa], negative example: [a, b, aa, bb, ab, ba, aab, bba, aaba, abba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb)+(aaa)+,"positive example: [aaa, aaaaa, aabaaa, baaaaa, ababaaa], negative example: [a, b, aa, ab, ba, bb, aab, aba, baa, bba, aabb, abab, baba, bbaa]"
Odd number of b's,(a*ba*b)*a*ba*,(bb)*a*b(a)*(bb)*a*,"positive example: [bbab, bbba, bbaab, bbbbaa, bbaaab], negative example: [a, ba, ab, bbb, bbaaabbb]"
first and third,a(a|b)a(a|b)*,(aaa|aba)b,"positive example: [aaab, abab, aaaab, abaab], negative example: [aab, ab, b, aaabb, abbb]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(ab)(aaa)a*,"positive example: [aabaaaa, baba, babaaaa], negative example: [aaa, abab, baa]"
non isolated 'b',(a|(b*bb))*,(a)*(bb+ab+b+bba)*(bb+ba+a+bba)*(bb)*,"positive example: [a, bb, ab, b, bba, aabbba, bbaabbba, bbaa, bbaab, bbba, bbb], negative example: [baa, aba, baba, aaba, bbbba, abbaa, bbaaba, aabba, bbaaab]"
Every b followed by two or more a's,(a|baa)*,(a)*(b)(a)(a),"positive example: [baa, aabaa, aaaaaabaa], negative example: [b, aa, aab, aabaaa]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(01*0)*0*,"positive example: [""0"", ""00"", ""010"", ""00100"", ""0001000""],  
negative example: [""1"", ""011"", ""0101"", ""00110"", ""0001100""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|aa)(a|b)*aaa+,"positive example: [aaaaaa, abaaaaa, baaaaa, aabaaaa], negative example: [aaa, aabaa, baa, abbaa]"
even number of 1's,(0*10*10*)*|0*,(0|11)*,"positive example: [""0"", ""11"", ""00"", ""011"", ""110"", ""1111"", ""0011"", ""1100"", ""0110""], negative example: [""1"", ""01"", ""10"", ""101"", ""010"", ""1110"", ""0111"", ""1001""]"
Every b followed by two or more a's,(a|baa)*,"a*b(a{2,})","positive example: [baa, abaa, aabaaa], negative example: [ba, aba, aaba]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111],  
negative example: [0, 11, 101, 110, 1001, 1010, 1100, 1111, 0000, 0011, 0101, 0110, 10001, 10100, 11000, 11110, 00000, 00101, 01010, 01100, 100001, 101000, 110000, 111100, 000000, 001000, 010000, 011000, 1000000, 1010000, 1100000, 1111000, 0000000, 0010000, 0100000, 0110000, 10000000, 10100000, 11000000, 11110000, 00000000, 00100000, 01000000, 01100000, 100000000, 101000000, 110000000, 111100000, 000000000, 001000000, 010000000]"
Odd number of b's,(a*ba*b)*a*ba*,(a*)(b)(a*|(b(a*)b))a*,"positive example: [""aba"", ""aabaa"", ""bb"", ""aabbaa"", ""baa""], negative example: [""ab"", ""aaba"", ""bba"", ""aabab"", ""baab""]"
non isolated 'b',(a|(b*bb))*,(a)*(bb+b)*(a)*,"positive example: [a, aa, bba, abba, aabbaa, bbbb, aabbbbaa], negative example: [b, ab, aba, abab, aab, bbaa, aababba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,b+a+(aaa)|a+b+(aaa)|b+b+(aaa)|a+a+(aaa),"positive example: [bbbaaa, aabaaa, bbbaaa, aaaaaa], negative example: [bbba, aabaa, bbba, aaaa]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,(a+|(b+a+)),"positive example: [a, aa, aaa, ba, baa, baaa], negative example: [b, bb, bbb, ab, aab, aba]"
even prefix,(ab|ba)*,(abba)*(ab)*(ba)*(ab)*,"positive example: [abba, abbaabba, abbaab, abbaabbaab, abab, abbaabab, ababba, ababbaab],  
negative example: [abb, aba, bba, abababba, abbaababba, ababab, abababab, abbaabbaabba]"
Every b followed by two or more a's,(a|baa)*,(a*baaa*)|(a*),"positive example: [baaa, aaa, baa, a, abaaa, baaaa], negative example: [bb, b, aaab, abab, aba, aab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0?|0(0*1*)*0|1(1*0*)*1,"positive example: [""0"", ""00"", ""01"", ""10"", ""11"", ""000"", ""001"", ""010"", ""100"", ""110"", ""101"", ""111"", ""0000"", ""0001"", ""0010"", ""0100"", ""1000"", ""1100"", ""1010"", ""1110"", ""00000"", ""00001"", ""00010"", ""00100"", ""01000"", ""10000"", ""11000"", ""10100"", ""11100""],  
negative example: ["""", ""2"", ""3"", ""a"", ""b"", ""01a"", ""10b"", ""00c"", ""11d"", ""000e"", ""001f"", ""010g"", ""100h"", ""110i"", ""101j"", ""111k""]"
Odd number of b's,(a*ba*b)*a*ba*,(a)*b(a)*(bb)*(a)*,"positive example: [ba, aba, abba, aabbaa, baa, bbaa], negative example: [b, aa, abab, ababba, aab, baba]"
first and third,a(a|b)a(a|b)*,aaa,"positive example: [aaaa, aaaa, aaaa], negative example: [aa, aaa, aaaaa]"
even number of 1's,(0*10*10*)*|0*,(0*(11)*)*|(10*1)*|(0*(11)*)*|(0*10*1)*|(10*10*)*,"positive example: ["""", ""0"", ""11"", ""0011"", ""101"", ""0101"", ""10101"", ""001101"", ""00011011"", ""101010""], negative example: [""1"", ""01"", ""110"", ""0110"", ""1001"", ""1100"", ""10110"", ""01101"", ""001100"", ""101011""]"
Every b followed by two or more a's,(a|baa)*,(baa+a*)*,"positive example: [baa, baaaa, baaabaa, baaaaa, baaabaaa], negative example: [ba, baaaab, baaab, aaa, baaaaba]"
Length 1 or More,(0|1)(0|1)*,01*,"positive example: [0, 01, 011, 0111], negative example: [1, 10, 110, 1110]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a*|b*)(baa)+(a*|b*)b,"positive example: [baab, baaab, baaabab, aabaab, bbaaab], negative example: [ab, bba, aabaa, baaa, bbaa]"
Odd number of 1s,0*10*(10*10*)*,0*(10*|10*),"positive example: [""0"", ""1"", ""01"", ""10"", ""001"", ""010"", ""100"", ""0001"", ""0010"", ""0100"", ""1000""],  
negative example: [""11"", ""011"", ""110"", ""101"", ""0011"", ""0110"", ""1100"", ""1010"", ""0101"", ""1001""]"
Odd number of 1s,0*10*(10*10*)*,(0*(10*1)*0*10*(10*1)*0*),"positive example: [0, 010, 1010, 0101010, 00010010], negative example: [1, 11, 1001, 10101, 0101001]"
non isolated 'b',(a|(b*bb))*,a*bb(b)*a*,"positive example: [bb, abba, aabbbaa, bbba, aabbb], negative example: [a, b, aba, baba, aaab]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0+1+)*|(0+1+0+)*,"positive example: [101, 010, 101010, 010101, 101101, 010010], negative example: [1001, 0110, 1100, 0011, 10001, 01110]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*bb)*(bba*)*a*,"positive example: [""ab"", ""aabba"", ""bbaa"", ""aabbbbaa"", ""bbbbba""],  
negative example: [""ba"", ""aaba"", ""bbab"", ""aababba"", ""bbbbaab""]"
Odd number of 1s,0*10*(10*10*)*,(0*1|1(11)*0*|10*|1(101)*|0*10*|01(11)*|10*(11)*|10*10*1),"positive example: [""01"", ""10"", ""1110"", ""101"", ""010"", ""01111"", ""10111"", ""10101""], negative example: [""00"", ""11"", ""110"", ""1001"", ""0011"", ""111"", ""1010"", ""0101""]"
non isolated 'b',(a|(b*bb))*,(a)*(bb+ab+b)*(bb+ba+a)*,"positive example: [a, bb, ab, bba, aab, bbaa, aabb, bbaab, aabba], negative example: [ba, aa, bbb, aba, baba, aaba, bbbaa, aabab, babaa]"
even number of 1's,(0*10*10*)*|0*,(011)*|(101)*|(011)*,"positive example: [011, 101, 011011, 101101, 011011011], negative example: [01, 10, 110, 001, 111]"
non isolated 'b',(a|(b*bb))*,(a*(bb+bbb)*a*)*,"positive example: [""a"", ""bb"", ""bbb"", ""aabba"", ""bbba"", ""aaabbbaa"", ""aabbbbaa"", ""bbbb""],  
negative example: [""b"", ""ab"", ""ba"", ""bbaab"", ""bbab"", ""aaabab"", ""abbba"", ""babbb""]"
Every b followed by two or more a's,(a|baa)*,a*(ba{2})*,"positive example: [a, baa, aaabaa, aabaa, baaabaa], negative example: [b, ab, aba, aaba, baba]"
Does not contain aba as a substring,(b|aa*bb)*((aa*(b?))?),b*a*b*|((a*bb+a*)*)?,"positive example: [""a"", ""b"", ""aa"", ""bb"", ""ab"", ""ba"", ""aab"", ""bba"", ""abba"", ""aabbaa"", ""bbaa"", ""bbbbaa"", ""aabbbaa"", ""aaabbbaaa""],  
negative example: [""abab"", ""baba"", ""aba"", ""bab"", ""ababab"", ""bababa"", ""aabbaab"", ""bbaabb"", ""ababba"", ""baabba""]"
Odd number of b's,(a*ba*b)*a*ba*,a*ba*(ba*b)*a*(ba*b)*,"positive example: [ba, aba, baba, ababa, baa, aabaa, baaba, aabaaba], negative example: [ab, aab, b, aa, bab, abab, aabb, bba]"
Every b followed by two or more a's,(a|baa)*,aa*(baaa*)*,"positive example: [aa, aabaaa, aabaaaaa, aabaaaabaaa], negative example: [a, ab, aaba, aabaaab]"
first and third,a(a|b)a(a|b)*,((aaa)|(aba))a*b*,"positive example: [aaa, aaaab, aba, abab, aab, aaabbb], negative example: [a, b, ab, ba, aabb, baba]"
Odd number of b's,(a*ba*b)*a*ba*,(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example: [ba, aaab, bbb, ab, aabbb], negative example: [aba, bbaa, a, baba, abab]"
Every b followed by two or more a's,(a|baa)*,"b?a{2,}","positive example: [aa, baa, aaa, baaa], negative example: [a, ba, aba, abaa]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001],  
negative example: [0, 00, 000, 11, 101, 110, 1010, 1100, 0000, 1001, 0110, 10001, 10100, 11000, 11110, 00000, 100001, 101000, 110000, 111100, 000000]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,[ab]{2}a{3},"positive example:[aaa, bbaaa, abaaa], negative example:[a, b, aba, aab, bba, abba]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,((a)+|b+a*),"positive example: [a, aa, b, ba, baa, aaa], negative example: [ab, bb, aba, aab, bba]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),(a|b)b(a(a|b)b)*,"positive example:[aba, abba, ababab, bba, bbabab], negative example:[a, b, aa, bb, ab, ba, abab, baba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)aaa(a)*,"positive example: [baaaa, aaaaa, baaaaa, aaaaaa], negative example: [aaa, baa, aabaa, bbaa]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)0*1*(10))*,"positive example: [010110, 010110010110, 01011010, 0101101010],  
negative example: [010, 0110, 01010, 0101100]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,a*(baa)+b+,"positive example: [baab, aabaaab, baaab], negative example: [aab, baaa, abab]"
An even number of 1's,(0|10*1)*,0*|((10*1)*),"positive example: ["""", ""0"", ""00"", ""101"", ""10101"", ""1010101"", ""0101""],  
negative example: [""1"", ""01"", ""10"", ""100"", ""1010"", ""10110"", ""1101""]"
Odd number of b's,(a*ba*b)*a*ba*,((a*(bb))*((a)*b)(a)*(a*(bb))*),"positive example: [""aabbaaabba"", ""bbabba"", ""aabba"", ""aabbbba"", ""abba""],  
negative example: [""abab"", ""bbaab"", ""aabab"", ""bbbb"", ""aaba""]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)(a|b)(ab)*aaa,"positive example: [baaabaaa, aabaaa, bbaaa, aaaabaaa], negative example: [abab, baba, aaab, bba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,"(aa|bb)(a|b)*a{3,}","positive example: [aaa, bbaaaa, aabaaa, bbaaaaaa], negative example: [aa, bb, aab, bbaa]"
Length 1 or More,(0|1)(0|1)*,(0|1)+(0|1),"positive example: [00, 11, 010, 101, 1100], negative example: [0, 1, 0011, 111, 0101]"
non isolated 'b',(a|(b*bb))*,(a)*(a+bb)*(a)*(bbb)*(bb)*(a)*,"positive example: [""a"", ""aa"", ""abba"", ""abbb"", ""bbba"", ""bbbaa"", ""aaabbbbbaa""],  
negative example: [""b"", ""aba"", ""bbab"", ""abab"", ""bbbaab"", ""abbbba"", ""bbbaabbb""]"
even number of 1's,(0*10*10*)*|0*,(00)*(11)*((01|10)(01|10)),"positive example: [00110110, 11110110, 0000110110, 00111010], negative example: [0011, 1111, 001101, 111100]"
An even number of 1's,(0|10*1)*,(0?)*((1(0?)*1)?)*(0?)*,"positive example: [""0"", ""00"", ""000"", ""1"", ""11"", ""101"", ""1001"", ""010"", ""00100"", ""10101""], negative example: [""2"", ""12"", ""21"", ""102"", ""201"", ""1102"", ""1201"", ""00120"", ""10102""]"
Every b followed by two or more a's,(a|baa)*,a*(b(aa)+)*,"positive example: [a, aa, aaa, b, ba, baa, baaa, baaaa, ab, aab, aaba, aabaa, aabaaa],  
negative example: [abab, baba, aaab, baab, abba, aabab, baaab, abaab, baaaaaab, aababaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b){2})aaa+,"positive example: [aaa, bbaaaa, aabaaaaa], negative example: [aa, abba, baa, aabaa]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10),"positive example: [1, 111, 11111, 10], negative example: [11, 110, 1111, 1010]"
Length 1 or More,(0|1)(0|1)*,[0-1],"positive example: [0, 1], negative example: [2, 3, 4, 5, 6, 7, 8, 9]"
first and third,a(a|b)a(a|b)*,(aba(a|b)*),"positive example: [aba, abaa, abab, abaaa, ababb], negative example: [ab, a, b, aa, bb]"
even number of 1's,(0*10*10*)*|0*,10*0*1,"positive example: [101, 1001, 100001], negative example: [11, 100, 10001]"
non isolated 'b',(a|(b*bb))*,(a*(bb|bbb))*,"positive example: [""aabbb"", ""bb"", ""bbbb"", ""aaaabbbbb"", ""aabbaabbb""], negative example: [""ab"", ""ba"", ""b"", ""aaab"", ""aabbaa""]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,[ab]*(baa)b,"positive example: [baabaa, abbaabaa, bbaa], negative example: [abab, baba, aaa]"
non isolated 'b',(a|(b*bb))*,a*(bb|bbb|bbbb|bbbbb)*a*,"positive example: [""a"", ""bb"", ""aaa"", ""bbbb"", ""aabbaa"", ""abbbba"", ""bbbbba"", ""aaaaabbbbaaaaa""],  
negative example: [""ab"", ""ba"", ""b"", ""aba"", ""abab"", ""bbab"", ""bbbaaab"", ""ababab""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0+1*0+)(10)*|(1+0*1+)(01)*,"positive example: [""0"", ""1"", ""00"", ""11"", ""000"", ""111"", ""01010"", ""10101"", ""00100"", ""11011""], negative example: [""01"", ""10"", ""0011"", ""1100"", ""010"", ""101"", ""0110"", ""1001""]"
non isolated 'b',(a|(b*bb))*,(a|bb)*|a*,"positive example: [a, bb, aaa, bba, aabb, aabba, aabbaa], negative example: [b, ab, baa, aba, baba, bbaa, abab]"
An even number of 1's,(0|10*1)*,((0*)1(0*)1(0*))*,"positive example: [""0101"", ""001001"", ""1001"", ""1010101"", ""00010001""], negative example: [""0"", ""1"", ""00100"", ""10001"", ""0000""]"
"Equal number of occurrences of ""01"" and ""10""",((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*|(0+1*0+)*|(1+0*1+)*,"positive example: [""1"", ""11"", ""0"", ""010"", ""101"", ""110"", ""1010"", ""1110"", ""10101""], negative example: ["""", ""00"", ""011"", ""1001"", ""1100"", ""0011"", ""000"", ""11100"", ""01010""]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(ab*)+(b+b+a)+(ab*)+(b),"positive example: [abbbabbaab, ababbbab, abbbab, abbab], negative example: [abba, bbaab, abab, abbba]"
Every b followed by two or more a's,(a|baa)*,(baa+)*|a*,"positive example: [baa, baaaa, a, aa, baaabaa], negative example: [b, ab, ba, aba, baaaab]"
Every b followed by two or more a's,(a|baa)*,"(a)*ba{2,}|a*","positive example: [""baa"", ""abaa"", ""aaaaabaa"", ""aabaa"", ""a""], negative example: [""b"", ""aba"", ""aaab"", ""ba"", ""aaaaa""]"
Every b followed by two or more a's,(a|baa)*,(a*baa(a)*)*,"positive example: [baa, abaaa, baaaabaa, aabaa, baaabaaa], negative example: [aa, aba, baba, aab, baaaaa]"
Every b followed by two or more a's,(a|baa)*,(a*b)aa+,"positive example: [baa, aabaaa, aabaa], negative example: [ab, aaba, baaa]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a+|b+)(a+|b+)(aaa+),"positive example: [aaaaaaa, bbaaaaa, aabaaaa, bbbaaaa], negative example: [aaa, bbaaa, aabaa, bbba]"
contains 'bab',(a|b)*(bab)(a|b)*,(a|b)*bab(a|b),"positive example: [bab, abab, baba, aabab, bbabab], negative example: [a, b, aa, bb, abba]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),00|01|10|11|111|110|100|000|001|011,"positive example: [00, 01, 10, 11, 111, 110, 100, 000, 001, 011], negative example: [0, 1, 101, 010, 1010, 1111, 0000, 0011, 0110, 1001]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(a*ba*b)*,"positive example: [ab, aab, aabb, aaab, aabab, aabbaab], negative example: [b, ba, aba, baa, aaba, babaa]"
Odd number of 1s,0*10*(10*10*)*,1(11)*0,"positive example:[10, 1110, 1111110], negative example:[0, 11, 1100]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*|((a|b)a*b)?,"positive example: [""aaba"", ""baaba"", ""aba"", ""ba"", ""aabaaaba""], negative example: [""ab"", ""bb"", ""aaa"", ""baba"", ""aabba""]"
Odd number of 1s,0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110),"positive example: [1, 111, 11111, 10, 1110, 01, 100, 001, 010, 1011, 1000, 1101, 0001, 0010, 0111, 0100, 10101, 10110, 10011, 10000, 11001, 11010, 11100, 00001, 00010, 00111, 00100, 01101, 01110, 01011, 01000, 101001, 101010, 101111, 101100, 100101, 100110, 100011, 100000, 110001, 110010, 110111, 110100, 111011, 111000, 111101, 111110, 000001, 000010, 000111, 000100, 001101, 001110, 001011, 001000, 011001, 011010, 011111, 011100, 010101, 010110, 010011, 010000, 101001, 1010001, 1010010, 1010111, 1010100, 1011101, 1011110],  
negative example: [0, 00, 000, 0000, 00000, 000000, 11, 110, 1100, 11000, 110000, 101, 1010, 10100, 101000, 1001, 10010, 10001, 100001, 1111, 11110, 111100, 1111000, 11110000, 011, 0110, 01100, 011000, 0101, 01010, 01001, 010001, 1010000, 10100001, 10100000, 1010011, 10100100, 1011100, 10111100, 10111110]"
