Short Description,regex,Attempt Regex,ChatGPT Output
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(aa|ab|ba|bb|b)*(aaa)a*,"positive example: [aaa, baaa, abaaa, bbaaa, aaaaa, bbaaaaa], negative example: [a, b, aa, ab, ba, bb, aab, aba, abb, bba, bab, bbb]"
At least one a followed by one b,a+b,a[ab]*b,"positive example: [ab, aab, aabb, aaab, aaaab], negative example: [a, b, aa, bb, aba]"
Odd number of 1s,0*10*(10*10*)*,(0*10*1*0*)*,"positive example: ["""", ""0"", ""1"", ""01"", ""10"", ""001"", ""100"", ""010"", ""101"", ""0001"", ""1000"", ""0101"", ""1010"", ""00100"", ""01010"", ""10101"", ""000100"", ""010101"", ""101010"", ""0010010""], negative example: [""2"", ""11"", ""00"", ""011"", ""110"", ""0011"", ""1100"", ""0110"", ""1001"", ""00011"", ""11000"", ""01101"", ""10010"", ""001100"", ""010110"", ""101001"", ""0001100"", ""0101101"", ""1010010""]"
even prefix,(ab|ba)*,((ab)*(ba)*)*|(aa|ab|ba|bb)*(a|b),"positive example: [ab, ba, abba, ababba, aabb, aaab, baba, abab, bbaa, aab],  
negative example: [aba, baa, ababababab, bbb, aaa, abababab, bbaab, aabbaa, ababbaa, bbaabba]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*baa*(a|b)*b*,"positive example: [baab, bbaaab, abaaab, baaaab, baaabb], negative example: [aab, bba, abab, baaa, baba]"
Every b followed by two or more a's,(a|baa)*,(a|(b*aa+))*,"positive example: [""a"", ""baa"", ""baaaa"", ""aa"", ""abaa"", ""aabaa"", ""bbaa"", ""bbaaaa""],  
negative example: [""b"", ""bb"", ""ba"", ""aba"", ""bba"", ""bab"", ""bbab"", ""baba""]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0(0|1)*0|1(0|1)*1|1*|0*,"positive example: [00, 11, 010, 101, 0, 1, 000, 111, 01010, 10101], negative example: [01, 10, 001, 110, 0110, 1001, 0011, 1100]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)*(a|b))+aaa+,"positive example: [baaa, aabaaa, bbaaaa, aaaaa, abbaaaa], negative example: [ab, ba, aab, bba, aabba]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,(0(0|1)*0)|(1(0|1)*1)?,"positive example: [00, 11, 010, 101, 0000, 1111, 0110, 1001], negative example: [0, 1, 01, 10, 001, 110, 0111, 1000]"
even prefix,(ab|ba)*,(ab|ba)*((a|b)(a|b))*,"positive example: [abab, baab, abba, aabb, baba, ababaa, bbaa, ababab, babaab, ababba], negative example: [a, b, aba, bab, aab, bba, abababab, babaaba, ababababab, babaabaa]"
At least one a followed by one b,a+b,(a|b)*a(a|b)*b(a|b)*,"positive example: [aab, baba, aabab, aaab, baaab], negative example: [a, b, ab, ba, bbb]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)*aaa*,"positive example: [aaa, baaa, aabaa, bbaaa, aaaaa], negative example: [aa, ab, ba, bbb, aab]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)*aaa+,"positive example: [aaa, baaa, aaaaa, abaaa, bbaaaa], negative example: [aa, aab, aba, bba, abab]"
even prefix,(ab|ba)*,(aa|bb|ab|ba)*(aa|bb)*,"positive example: [aa, bb, abba, aabb, bbaa, aabbaa, bbaabb], negative example: [a, b, aba, bab, abab, baba, ababab]"
At least one a followed by one b,a+b,(a*b|a),"positive example: [a, aa, aaa, ab, aab, aaab], negative example: [b, ba, aaba, aba, baa, baaa]"
non isolated 'b',(a|(b*bb))*,(a|b|ba|ab)*,"positive example: [a, b, ba, ab, aab, bba, abab, baba, aabb, bbaa], negative example: [aaab, bbba, abaab, babba, aabbb, bbaaa]"
Odd number of 1s,0*10*(10*10*)*,[0-1]([0-1])?(([0-1])?)*,"positive example: [0, 1, 00, 01, 10, 11, 000, 001, 010, 011, 100, 101, 110, 111],  
negative example: [2, 3, 12, 20, 21, 22, 30, 31, 32, 33, 102, 120, 201, 210]"
even number of 1's,(0*10*10*)*|0*,(0|1)*,"positive example: [0, 1, 00, 01, 10, 11, 000, 001, 010, 011, 100, 101, 110, 111], negative example: [2, 12, 20, 21, 22, 102, 120, 201, 210]"
even number of 1's,(0*10*10*)*|0*,(0|1)*1*,"positive example: [""1"", ""01"", ""11"", ""001"", ""101"", ""0001"", ""1111""], negative example: [""0"", ""00"", ""000"", ""010"", ""1000"", ""0010""]"
even prefix,(ab|ba)*,(ab|aabb|ba|bbaa)*,"positive example: [ab, aabb, ba, bbaa, abba, aabbba, bbaaab, ababab], negative example: [a, b, aa, bb, aba, bba, aab, baa, abbb, baaa]"
non isolated 'b',(a|(b*bb))*,(a|b|ba|ab|aba)*(aba)*,"positive example: [aba, ababa, aaba, baba, abababa], negative example: [abba, baa, aabba, babab, ababba]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,(a|b)*(aaa)a*,"positive example: [aaa, aaaaa, baaa, abaaa, bbaaa], negative example: [aa, ab, ba, bb, aab]"
even prefix,(ab|ba)*,(ab|ba)*(aabb+bbaa+ba+ab)*,"positive example: [abab, baba, aabb, bbaa, ababab, babaab, aabbaabb, bbaabbaa, abba, baab],  
negative example: [aa, bb, aab, bba, abbaa, bbaab, ababba, babaabab, aabbb, bbaaab]"
even prefix,(ab|ba)*,(bb|aa|(ab|ba)*)*((aa)|(bb)|(ab)|(ba))*,"positive example: [bb, aa, abba, baba, aabb, bbaa, ababab, bbbbaa, aabbaa, ababba],  
negative example: [a, b, aba, bab, abab, babaab, aaab, bbba, abababa, babaaba]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0(0|1)*0|(00)*,"positive example: [00, 000, 010, 0000, 000000], negative example: [0, 1, 01, 10, 001]"
Non-empty sequence of a's or sequence of b's followed by sequence of a's,b*a*,((a+)|b+a*)*,"positive example:[""a"", ""aa"", ""ba"", ""baa"", ""aba"", ""abaa"", ""b"", ""bb"", ""bba"", ""bbaa"", ""aab"", ""aaba""],  
negative example:[""c"", ""ac"", ""ca"", ""abc"", ""bac"", ""bca"", ""abac"", ""abca""]"
even prefix,(ab|ba)*,((ab|ba)+(aa|bb|ba|ab)*)?,"positive example: [ab, ba, abab, baba, abba, baab, abaa, babb, ababaa, babaab], negative example: [a, b, aa, bb, aba, bab, aab, bba, abbb, baaa]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(ba+b)*|(a*|bb*)*,"positive example: [ab, aab, baba, aabab, bba, aaabbb, abba, aabba, bbb, aababab],  
negative example: [ba, aba, bbaa, aaab, b, aaba, abab, baaa, a, bbab]"
even prefix,(ab|ba)*,((aa)*|(ab)*|(ba)*|(bb)*)*,"positive example: [aa, ab, ba, bb, aaaa, abab, baba, bbbb, aaabba, bbaaab],  
negative example: [a, b, aba, bab, aab, bba, abba, bbaa, ababab, babaab]"
non isolated 'b',(a|(b*bb))*,(a*b+a*)*|a*,"positive example: [a, aa, ab, aab, baa, aabbaa, aaa], negative example: [b, bb, aba, baba, abab, aababaa]"
Length 2 and 3,(0|1)(0|1)|(0|1)(0|1)(0|1),"(0|1|10|11){2,3}","positive example: [00, 01, 10, 11, 000, 001, 010, 011, 100, 101, 110, 111, 0011, 0101, 1010, 1100],  
negative example: [0, 1, 1111, 0000, 01011, 10101, 11100, 11011]"
At least one a followed by one b,a+b,(a|a*)(b),"positive example: [ab, aab, b], negative example: [aa, ba, aaaa]"
At least one a followed by one b,a+b,(a+b)*,"positive example: [a, b, aa, ab, ba, bb, aab, aba, baa, bbb], negative example: [c, ac, bc, abc, aac, bbc, abcd, aabbc]"
At least one a followed by one b,a+b,(a+b)+,"positive example:[a, b, aa, ab, ba, bb, aab, aba, baa, bba], negative example:[c, ac, bc, abc, aac, bbc, ca, cb, cba]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba?)*,"positive example: [ab, aba, abab, aab, aaba, baba, baab, abba, aabab, babaab], negative example: [aa, bb, aabba, bba, abbb, aaa, bbb, abababab, baaab, ababba]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),(1+(0+1)*1*)*|(0+(1+0)*0*)*,"positive example: [ ""1"", ""0"", ""11"", ""00"", ""101"", ""010"", ""1101"", ""0010"", ""111"", ""000"", ""10101"", ""01010"", ""1111"", ""0000"", ""1010"", ""0101"" ],  
negative example: [ ""2"", ""01a"", ""10b"", ""0112"", ""1001a"", ""abc"", ""1a0"", ""0b1"", ""1112"", ""000a"", ""101b"", ""010c"" ]"
contains no 00 nor 11,1?(01)*0?,((0|1)|(01|10))*,"positive example: [""0"", ""1"", ""01"", ""10"", ""001"", ""110"", ""0101"", ""1010"", ""0001"", ""1110""],  
negative example: [""2"", ""00"", ""11"", ""0011"", ""1100"", ""010"", ""101"", ""000"", ""111"", ""0110""]"
Odd number of b's,(a*ba*b)*a*ba*,a*b(bb*|a*)*,"positive example: [""ab"", ""aab"", ""abbb"", ""aaabbb"", ""abab"", ""aabbbaa""], negative example: [""b"", ""ba"", ""bba"", ""abababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababababab"
even prefix,(ab|ba)*,(ab|ba)*(ab+ba)*,"positive example: [ab, ba, abab, baba, abba, baab, ababab, bababa, ababba, baabab],  
negative example: [a, b, aa, bb, aba, bab, aab, bba, abaa, babb]"
"Two or more symbols, followed by at least three a's",(a|b)(a|b)+aaa+,((a|b)*(a|b))(aaa)+,"positive example: [baaaa, aaaaa, bbaaaaaa], negative example: [aa, b, abab]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,((a|b)*baa(a|b)*)*b,"positive example: [baa, bbaa, abaa, baaab, abbaa, baaabbaa], negative example: [a, b, ab, ba, aba, bab, abab, baba]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),1*|0*|1+(0*1*)*1+|0+(0*1*)*0+,"positive example: [""1"", ""0"", ""11"", ""00"", ""101"", ""010"", ""111"", ""000"", ""11011"", ""00100""],  
negative example: ["""", ""01"", ""10"", ""0110"", ""1001"", ""0101"", ""1010"", ""0011"", ""1100""]"
Contains baa and ends with b.,(a|b)*baa(a|b)*b,(a|b)*(a|b)*b,"positive example: [ab, aab, bbb, abab, bba], negative example: [aa, aba, aaa, abba, bab]"
"{0^k s 0^k | k >= 1, s in {0,1}*}",0(0|1)*0,0+|(0|1)*|0+,"positive example: [0, 00, 000, 1, 01, 10, 11, 0000, 0101],  
negative example: [2, 3, 12, 21, 0012, 120, 1012]"
non isolated 'b',(a|(b*bb))*,((a|b)*|bb|(a|b)*)*,"positive example: [""a"", ""b"", ""aa"", ""bb"", ""ab"", ""ba"", ""aab"", ""bba"", ""abab"", ""baba""],  
negative example: ["""", ""c"", ""ac"", ""bc"", ""abc"", ""bac"", ""aac"", ""bbc""]"
Every b followed by two or more a's,(a|baa)*,(a|b)*(baa)*,"positive example: [a, b, baa, abaa, bbaa, aabaa, bbaabaa], negative example: [ba, aba, baba, aaab, bba, aaba, bbaaba]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),1*(0+1+0*)*|0*(1+0+1*)*,"positive example: [ ""1"", ""0"", ""10"", ""01"", ""110"", ""001"", ""1001"", ""0110"", ""111"", ""000"" ],  
negative example: [ ""2"", ""12"", ""20"", ""102"", ""012"", ""120"", ""210"", ""201"", ""121"", ""202"" ]"
even prefix,(ab|ba)*,((aa)|(ab)|(ba)|(bb))*,"positive example: [aa, ab, ba, bb, aaaa, abab, baba, bbbb, aabbaa, abbaab], negative example: [a, b, aab, bba, abaab, baaab, abbaa, bbaaa]"
Every b followed by two or more a's,(a|baa)*,(a|(b|aa*))*,"positive example: [a, b, aa, ab, ba, aaa, aba, baa, aab, aaaa, aaba, abaa, abab, baaa, baab, bbaa],  
negative example: [c, ac, bc, abc, aac, bac, bbc, ca, cb, cab, cac, cba, cbb, cc, aacc, bbcc]"
"Same number of occurances of ""01"" and ""10""",(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|0+(1*0*)*|1+(0*1*)*,"positive example: [""0"", ""1"", ""00"", ""11"", ""01"", ""10"", ""000"", ""111"", ""001"", ""110"", ""010"", ""101""],  
negative example: [""2"", ""01a"", ""10b"", ""abc"", ""0012"", ""110a"", ""010b"", ""101c""]"
first and third,a(a|b)a(a|b)*,(aba|aaa|aab|abb|bba)(a|b)*,"positive example: [abaa, aaaa, aabbb, abba, bbaa], negative example: [abc, aaac, aabc, abbc, bbaac]"
HW2-#1e: NFA to REX,((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*((a|b)a*b)?a?,"positive example: [""aba"", ""aabaa"", ""baababa"", ""aaabaa"", ""baaab""],  
negative example: [""ab"", ""baa"", ""aab"", ""bab"", ""aaabbaa""]"
