Attempt Regex,DeepSeek Output
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010),"positive example:[000111, 00010, 100011, 111000, 10011, 111, 0001, 111101, 00100, 000010, 000100, 10101, 110100, 111011, 10000, 11010, 100, 001011, 01, 101001, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 001000, 01000, 101010, 10, 101111, 001101, 0100, 1000, 110010, 11111, 00001, 011001, 011010, 000001, 100000, 110001, 001, 111110, 0010, 001110, 01101, 01011, 101100, 0111, 1110, 11001, 100101, 1],negative example:[0]"
((a)*baa(a)*)*,"positive example:[, baabaa], negative example:[a, b, aa, ab, ba, aaa, aba, baaa, abaa, baba]"
0*(10*10*11)*,"positive example:[, 0, 0011111111],negative example:[11111]"
0*0(1+0)+0*,"positive example:[01000, 0001010],negative example:[010010,0]"
a*(bbb*),"positive example:[bb, bbbb, aabbb],negative example:[a, b, ab]"
1*(100*11*)*|0*(011*00*)*,"positive example:[0, 101101, 010010, 111001, 1, 000110],negative example:[10, 0110, 1001, 0011, 1100, 01]"
(a*|b*)a*(baa)a*b*b,"positive example:[bbbaaaab, baabaabbb], negative example:[aaab, bbbaaaba]"
(11)*0*1(11)*0*(11)*|1(11)*0*(11)*0*(11)*|(11)*0*(11)*0*1(11)*|1(11)*0*1(11)*0*1(11)*0*,"positive example:[1010111, 11110011110011111, 10110011, 01101, 11111011111001111100, 010, 1001010, 11110011111001111, 1111100111101111],negative example:[0,1101101101,1011011011]"
(b*(aa)*b*)*,"positive example: ["""", ""aa"", ""aab"", ""baa"", ""b"", ""aabaa"", ""bb"", ""aabbaa""], negative example: [""a"", ""aba"", ""baab"", ""ab"", ""ba"", ""aaba"", ""baaba""]"
(01+0)*|(101)*|((10)+0*1)*|((01)+1*0)*|0*|1*,"positive example: [11, 00, 1001101, 1001, 01001010], negative example: [1010, 0110, 1101, 0011, 0101]"
1(0|1)*1|0((0|1)*0)*,"positive example:[0, 11, 010, 1011],negative example:[1]"
(0*10*10*)*,"positive example:[, 011, 1111],negative example:[111]"
(a|((bb)+))*|a*,"positive example:[bb, abb], negative example:[b]"
b+(bab)+(a|b)*,"positive example:[bbabaab, bbbabba, bbab],negative example:[bab]"
a*(a*ba*b)*ba*,"positive example:[bbbbb, babb, aabaa], negative example:[aa, abab, aabba]"
a*b*bb+a*bbb*,"positive example:[bbbb, aabbaabbbb], negative example:[bbb]"
(0*|(11)*)(0*|(11)*)*|(101)*,"positive example:[101101, 0110], negative example:[1]"
0+(1*0*|0*1*)0+,"positive example:[00],negative example:[010100,0]"
a*b*(a*b*(baa)a*b*(b)),"positive example:[baabaabbb, aabbabbbaabb, baaaab],negative example:[bababaab]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101),"positive example:[00010, 100011, 111000, 10011, 111, 0001, 111101, 00100, 110100, 10101, 111011, 10000, 11010, 100, 01, 101001, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 101010, 01000, 10, 101111, 0100, 1000, 110010, 11111, 00001, 100000, 110001, 001, 0010, 01101, 01011, 101100, 0111, 1110, 11001, 100101, 1],negative example:[0]"
a*(ab)|(b)|(a*ba*ba*)*ba*,"positive example: [bbbbb, aaab, ab, ba, ababbaa], negative example: [a]"
0*0*|10*1,"positive example: [, 11, 1001, 101], negative example: [1]"
(b(a*)(bb))|(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example:[bbbbb, aabaa, aabbb, baabb, aba], negative example:[a,,bb]"
(a|b)(a|b)a*b*a*b*aaa+,"positive example:[ababaabaaaa, aaaaa, baaabbabbaaa],negative example:[aabababaaa,aaaa]"
(0*101*)+|(1*010*)+,"positive example:[01011, 10100, 00101],negative example:[1]"
(bb|a)*ba*(bb|a)*,"positive example:[bbababba, b],negative example:[bb]"
(a+|b+a+),"positive example:[baa, aa, bba, a],negative example:[b,]"
(ab)*(ba)*(ab)|(ba)*(ab)*(ba)|(ab)*(ba)*|(ba)*(ab)*,"positive example:[babaabab, ababbabaab, babaababba, ababbaba],negative example:[a,abbaabba,baabbaab]"
((a|b)a*ba)|((a|b)a*b),"positive example:[baab, aab, ab, baaba, aaba, aba],negative example:[b]"
(0(0|1)*0)|(1(0|1)*1),"positive example:[00, 11, 0100, 1011, 0010],negative example:[0]"
[ab][ab]aaaa*,"positive example:[aaaaa, abaaaaa, baaaaa], negative example:[aaa, abaa, baa, aaba, bbba]"
(abb)*,"positive example:[, abb, abbabb], negative example:[a, ab, bba]"
1+(0|1)*,"positive example:[101, 1], negative example:[0, 001]"
0*(10*10*),"positive example:[11, 01001, 001100],negative example:[111]"
(a+b)*bab(a+b)*,"positive example:[bab, abbabab, ababbababab], negative example:[a, b, abba]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010),"positive example:[00010, 100011, 111000, 10011, 111, 0001, 111101, 00100, 000010, 110100, 10101, 111011, 10000, 11010, 100, 01, 101001, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 101010, 01000, 10, 101111, 0100, 1000, 110010, 11111, 00001, 000001, 100000, 110001, 001, 111110, 0010, 01101, 01011, 101100, 0111, 1110, 11001, 100101, 1],negative example:[0]"
((a+)|b+a*),"positive example:[baa, aa, b, a],negative example:[bb, ab, aba, bba]"
ba+a+,"positive example:[baa],negative example:[ba,babaa]"
b*(aaa*)b*,"positive example:[aa, aaa, bbaaaabb], negative example:[ab, aba, bbabb]"
0+(1*0*)0+,"positive example:[00, 010, 0110],negative example:[0]"
(aa+|bb+)+aaa,"positive example:[bbaaa, aabbaaa], negative example:[aaaa,aaa]"
0*(010)*0*|1*(101)*1*,"positive example:[01000, 00010010, 0, 101101, 1110111, 1],negative example:[10111011,0100010]"
(0)*(11)*((01|10)(01|10))*,"positive example:[0001011010, 1111],negative example:[0110110101]"
(a+)*(baa)*(a+)*,"positive example:[, baabaa],negative example:[baaabaa]"
b*a+,"positive example:[bbaa, a], negative example:[,aba]"
0*1(0*10*10*)*,"positive example:[01110, 11111, 001],negative example:[111111]"
a*(ba*ba*)*ba,"positive example:[bbbbba, aaba, aba], negative example:[bb, aaa, abab]"
a|(baa+)*,"positive example:[baa, , baaabaa, a], negative example:[b]"
((aa*bbb*a*)+(bbb*a*))*,"positive example:[, abbbabbba, abbabbb],negative example:[abb]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011),"positive example:[10101, 1101, 10011, 10110, 100, 111, 001, 0010, 01, 10, 0111, 0100, 0001, 010, 1011, 11111, 1110, 1000, 1],negative example:[0]"
(10*1)*|(01*0)*,"positive example:[101, 1111, 000110],negative example:[1]"
(0+11*0+)*|(1+00*1+)*,"positive example:[010010, 101101, 010, 101],negative example:[0,01010,10101]"
(a)*(baa)*|(a)*,"positive example:[baa, aabaabaa], negative example:[b,baaabaa]"
((ab+)|(ba+)|(aa+)|(bb+))a*b*(a{3}),"positive example:[bbaaa, aabaaa, ababbaaa, baaaa, bbbaaaa, abbaaaaa],negative example:[baaa, bababaaa, ababaaaa, aaaa]"
01*0|1,"positive example:[00, 010, 0110, 1],negative example:[0]"
0(0*1*)*0|1(1*0*)*1,"positive example:[0100, 000, 111, 1011],negative example:[1,0]"
0*|1*|(0+1*0+)*|(1+0*1+)*,"positive example:[0, 101101, 010, 0100110, 1],negative example:[01010,10101]"
((10*1)*0*(10*1)*0*10*),"positive example:[00101001, 10011101111100, 1],negative example:[1101101101]"
(ab)+(ab|ba)*,"positive example:[abbaab, ab],negative example:[,aba]"
(ab|ba|aa|bb)+aaa+,"positive example:[bbaaa, aaaaa, baabaaa, abaababbaaaa],negative example:[aaaa]"
(1+0+)*1+|(0+1+)*0+,"positive example: [11, 00, 010, 101, 100101, 010110], negative example: [0, 1, 001, 110, 0101, 1010]"
0*10*(11)*,"positive example:[0011111, 100], negative example:[1110]"
(b)(bb)*,"positive example:[bbbbb, b], negative example:[bb, bbbb, a, ab, bba]"
(a|bbb)*(a|bbb)*,"positive example: ["""", ""a"", ""bbb"", ""abbb"", ""bbba"", ""aa"", ""bbbbbb"", ""abbba""], negative example: [""b"", ""bb"", ""bbbb"", ""ab"", ""ba"", ""bbbaaab""]"
(b(aaa*))*,"positive example:["""", ""baa"", ""baabaa"", ""baaaa"", ""baabaaa""], negative example:[""a"", ""b"", ""ba"", ""baaaaab"", ""baaab""]"
a*|(baa+)*,"positive example:[aa, baaabaa, a], negative example:[b]"
(a)*(baa+),"positive example:[baaa, aabaa, abaa],negative example:[ba]"
(a*ba*(b(a*)b)*a*),"positive example:[bbbbb, aabaababaa, b], negative example:[bbbabba]"
(a|b)a*b(a?),"positive example:[bba, aaab], negative example:[abaa]"
0*|(11)+0*|0*(11)+|10*1|(1010)*,"positive example: [00, 10101010, 011, 110, 111100, 1001, 101, 001111], negative example: [11011, 1]"
(((a|b)a*b))|((a|b)a*ba),"positive example:[baba, baab, aab, ab, aaaba, aba],negative example:[b]"
(0*1|1(11)*|10*|1(101)*|0*10*),"positive example:[1101101, 0100, 11111, 0010],negative example:[,0]"
0*|(0*|11)*|0*(11)*(0*10*1(0*|11)*)0*,"positive example: [100111, 1111101011, 0011001001011], negative example: [11011101, 1]"
(1(0|1)*1)|(0(0|1)*0)|0|1,"positive example:[11, 0, 00, 0100, 1011, 0010, 1], negative example:[01, 10, 010, 101, 0001, 1110]"
(0*10*1)*0?,"positive example:[, 011, 1111],negative example:[111,00]"
(0(1*0*1*)0)|00100,"positive example:[00, 01100110, 00100],negative example:[0101010,0]"
a*(b+bb+bbb)*a*,"positive example:[, aabbbbbbaa], negative example:[bbbbbbabbbbbba]"
a*b+a*b*aa+[a-b]*b,"positive example:[bbabaab, baababab, aababbaabab],negative example:[aabababaab]"
(baa)*a*(baa)*a*,"positive example:[, aabaa, baabaaabaabaaaa], negative example:[abaaabaaa]"
(a|b)a*ba?,"positive example:[bab, aaab, ab],negative example:[abaa]"
a*(bb+)*a*|a*|(bb+)*a*(bb+)*|(bb+)*a*(bb+)a*|a*(bb+)*a*(bb+)*,"positive example: [bbbaabbaa, aabbbaabb, bbabbba], negative example: [abbabba, b, bbabbabb]"
a*(baa(a)*)a*,"positive example:[baa, aabaa, abaa], negative example:[aba, aa, baaaab]"
(aa|bb|ba|ab)(a*b*a*b*a*b*a*b*a*b*)aaaa*,"positive example:[babbabaabbababaaa, bbaabaababaababbaaaaa, abaaa, aababbababbaabaaaa],negative example:[aaaa,aababababababaaa]"
a*bb*ba*,"positive example:[bbbbaa, bb, aabbb], negative example:[bbabb]"
(a*)b(a*)(b(a*)b)*(a*),"positive example:[aabaababaa, b, bbaabbb],negative example:[bbbabba]"
(0)*1(0)*,"positive example:[010, 00100, 1], negative example:[00, 0110, 101]"
(a)*(baa)+,"positive example:[baa, abaa, aabaabaa],negative example:[,baaabaa]"
(a|b)(a*b|b|ba|a*ba),"positive example:[aab, aaab, baaba], negative example:[aa]"
0|1|(01)*|(10)*,"positive example:[0, 0101, 1010, 1], negative example:[00, 11, 0110, 1001]"
((a|b)(a|b))+aaa,"positive example:[aaaaa, aabbaaa],negative example:[aaa]"
a*(baa)+,"positive example:[aabaa, baabaa],negative example:[,baaabaa]"
0*11,"positive example:[11, 0011], negative example:[0, 1, 011, 110]"
(a*bbb*a*)*,"positive example:[, bbabbba],negative example:[bbaba]"
1+(0+1)+1*|0+(1+0)+0*,"positive example:[1010111, 010, 0101000, 101],negative example:[1010,1,0,0101]"
a*b+aa+a*b,"positive example:[bbaab, aabaab, abaab],negative example:[aab,babaab,bab]"
(a*(bb|bbb)*a*),"positive example:[, aabbbbbaa], negative example:[bbabba]"
((1+)(0*)(1+))*|((0+)(1*)(0+))*,"positive example:[1001101, 101, 0100110],negative example:[1,01010,10101]"
(a|b)*baa+a*b,"positive example:[baab, abbaab, babaab],negative example:[bab]"
((a)*(b)(a)*(b)(a)*(b)(a))*|(bbb)+,"positive example:[bbb, bbbbbb, , bbbabbba, bbaba], negative example:[a]"
"(ba{2,})*","positive example:[, baabaa, baa, baabaabaa], negative example:[ba, baaa, baba, aaa]"
0?|1|(0(10)*1(01)*)*|(1(01)*0(10)*)*,"positive example:[0, 10, 01, 1], negative example:[00]"
a*(baa+),"positive example:[baa, aabaaa, abaa],negative example:[ba]"
1(0*1+)*|0(1*0+)*,"positive example:[0, 11, 1101, 010, 101, 0010, 1],negative example:[00, 011, 100, 000, 1110, 0101, 1010]"
a*(b(bb|a*)),"positive example:[aabbb, abaa, b],negative example:[bb]"
b(a*bb)*,"positive example:[babb, bbbbb, b],negative example:[ba, bba, baaa]"
(0|1)((0+)1+),"positive example:[001, 101], negative example:[00101,01,00]"
(a?)*(bb)*(a)*(bbb)*(a?)*,"positive example:[, aabbbbaabbbbbbaa], negative example:[bbabbbbbbabbb]"
a*b*baba*b*,"positive example: [babaa, ababbb, aabbbaba], negative example: [bbab, aabba, bbaa]"
(((a|b)a*b)(a?))?,"positive example:[bba, ab],negative example:[abab]"
a*b(bb|a)*,"positive example:[baa, aababb, b],negative example:[bb]"
(1+(0+1)*1*)+|(0+(1+0)*0*)+,"positive example:[10101101, 010, 101],negative example:[01,,10]"
0*(10*1)*0*(10*1)*0*,"positive example:[, 0010011100111100], negative example:[110110110]"
a+|(b*a),"positive example:[bba, aa], negative example:[b,]"
(ab)*|(ba)*,"positive example: [baba, abab], negative example: [a]"
(010)*,"positive example:[, 010, 010010],negative example:[0, 1, 0100]"
a*b+aa+[a-b]*b,"positive example:[abaabb, aabaab, bbaabab],negative example:[aababaab]"
(aabbaa)*(abba)*(bb)*(a)*(bb+b)*(a)*(bb)*(abba)*(aabbaa)*,"positive example: [aabbaaaabbaabbaabbbaabbabbaabbaaabbaaaabbaa, , abbaabbabbbbabbbbabbbb], negative example: [aaabbaaabbaaabbaa, bbbabbba, bbabbabb]"
((a|b)aa)*,"positive example:["""", ""aaabaa""], negative example:[""a"", ""b"", ""aaa"", ""baa"", ""aaaba""]"
(a|bb)*b(a|bb)*a*,"positive example:[bbab, abbababb, b],negative example:[bb]"
(a?bba?|a?)*,"positive example:[aabb, aa, bb, a, bba, abba, aabbaa, aabba, abbaa, ε],  
negative example:[b, ab, ba, aab, baa, aaba, baaa, abab, baba, aaab]"
0(0*1+0+)*|1(1*0+1+)*,"positive example:[0, 01010, 10101, 1], negative example:[00, 11, 0101, 1010]"
(a)*(baa)*(a)*(baa)*(a)*,"positive example:[, a, aabaabaaaabaabaaaa, baa, aaabaa], negative example:[baaabaaabaaa, abab, baaaab]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101),"positive example:[00010, 1101, 10110, 10011, 111, 10, 0100, 0001, 11111, 1000, 00100, 00001, 10101, 11010, 10000, 100, 001, 0010, 01101, 01, 0111, 010, 1011, 1110, 11001, 11100, 00111, 1],negative example:[0]"
(1+0*1+)*|(0+1*0+)*|1*|0*,"positive example:[0, 101101, 010010, 010, 101, 1], negative example:[01010, 10101]"
1*(0000)*,"positive example:[11, 00000000, 1], negative example:[0001, 100, 010]"
((b)(a{2})a*)|(a*(b)(a{2})a*)|(a*),"positive example:[aabaa, , aa, abaaaa], negative example:[b, ba]"
0*(10*),"positive example:[100, 001, 01], negative example:[110, 11, 0]"
(0?10*10*)*|0,"positive example:[0, , 01010, 1111], negative example:[1]"
0*(1)0*,"positive example:[010, 00100, 1], negative example:[000, 0110, 101]"
(a)*(bb)*(b),"positive example:[bbbbb, aab, ab], negative example:[aa, bbb, aabb]"
(ab)|(b)|(a*ba*ba*)*ba*,"positive example:[bbb, bbbbbaa, ab, ba],negative example:[a]"
((a|b)(a|b))+aaa(a)*,"positive example:[aaaaa, aabbaaa],negative example:[aaaa]"
(aa)*ba(bb)*,"positive example:[aaaaba, babbbb], negative example:[aabaa, bbaa, abab]"
(a*(bb)*a*)*a*,"positive example: [bbabb], negative example: [abba, baba, aabbaa]"
a*(bb|a|bab)*b,"positive example:[bbababb, b], negative example:[bb]"
0*,"positive example: [00, 0, ], negative example: [1, 01, 10]"
(baa)*,"positive example:["""", ""baa"", ""baabaa""], negative example:[""a"", ""b"", ""ba"", ""baaa"", ""baab""]"
(a|b)*aaa,"positive example:[aaa, abaaa], negative example:[aa, aba, bbb]"
(0|1)((0+|1)+),"positive example:[00, 110, 001],negative example:[0]"
((a|b)(a|b)|(aa|bb))+aaa,"positive example:[aaaaa, abbaaaa],negative example:[aaaa,aaa]"
((ab)*|(ba)*),"positive example:[baba, abab], negative example:[a]"
(aaa|aba)b+(aaa|aba)a,"positive example:[abababaa, aaabbaaaa], negative example:[ababaa, aaaaaaa]"
(a*b*)(baa)+(a*b*)b+,"positive example:[aabaaab, bbbaabaaaab, abaab], negative example:[b, baabbaab, baa]"
(a|b)+(ab*)+a+a+a,"positive example:[bbaaaa, aaaaa, ababaaa],negative example:[aaaa]"
(111)|(000)|(101)|(011)|(010)|(001),"positive example:[011, 000, 010, 111, 101, 001],negative example:[0]"
(a+)(b+)(aaa)|(b+)(a+)(aaa)|(a+)(a+)(aaa)|(b+)(b+)(aaa),"positive example:[aaaaa, abaaa, baaaa, aabbaaa, bbaaa], negative example:[baaa,aaaa,a,babaaaa]"
(0|1)(01*),"positive example:[00, 001, 0011], negative example:[0, 1, 011]"
(b+aa)*,"positive example:[, b, aa, baa, bbaa, aabaa, baabaa], negative example:[a, ab, aba, aaba, baba, abaa, baaa]"
(a*b*)*(baa)+(a*b*)b,"positive example:[baab, babaaaabbb],negative example:[baababb]"
(1*01*01*01*0)*,"positive example:[10101010, , 00000000],negative example:[000]"
(abba)*(bb)*(a)*(bb+b)*(a)*(bb)*(abba)*,"positive example:[, aabbbbaabbbb, abbaabbabbbbabbbabbabbaabba], negative example:[bbabbabbabba, bbbabbbbabb]"
a*(bb+|b+b)a*,"positive example:[aabbaa, bb], negative example:[b]"
(a+)*(baa)*,"positive example:[baabaa, a, baa, aaa, abaa], negative example:[b, ab, aba, aab, baaa]"
(a*b*)*(baa)a*b,"positive example:[babaaaab, baab, bbaaab],negative example:[b]"
(a|b)*baaa*b+,"positive example:[baabb, abbaaab, baaaab],negative example:[baabab,baa]"
((10*)1)*0*,"positive example:[00, 1111, 101], negative example:[110110]"
((((a|b)a*b)a)*)|((a|b)a*b),"positive example:[baab, aab, ab, , ababba], negative example:[a]"
a+a+a+b,"positive example:[aaab], negative example:[aab]"
b(aa)+,"positive example:[baa,baaaa],negative example:[b]"
(00)*(11)*((01|10)(01|10))*,"positive example:["""", ""0000111101011010""], negative example:[""0110110101"", ""110011""]"
a*b(ba*ba)*,"positive example:[aabbba, bbbabba, b], negative example:[aa, ab, bba]"
a*bb,"positive example:[bb, abb, aabb], negative example:[b, ab, aab]"
a*(b(aa)+),"positive example:[baaaa, aabaa, abaa],negative example:[b]"
(0|1)01*,"positive example:[00, 0011], negative example:[0]"
0*|1*|(1+0+1+)*|(0+1+0+)*,"positive example: [11, 00, 10011011, 01001100, 010, 101], negative example: [01, 10, 0011, 1100, 1010, 0101]"
a*baa+a*b,"positive example:[baab, aabaab], negative example:[baabaab, bab]"
0*1+0*|1*0+1,"positive example:[010, 100, 101, 11001, 0011],negative example:[0,0101]"
a*(bab)*(a|bb)*b(a|bb)*a*(bab)*a*,"positive example:[aababbbaab, babbababbababbbabbabaa, baabb],negative example:[bababababababa]"
((a|b)a*ba)*((a|b)a*b|(a|b)a*ba),"positive example:[bba, abaabaaaaba, bb, ababbaaaab], negative example:[a]"
((a|b)a*b)|((a|b)a*ba)*,"positive example:[aaab, , bb, ababba],negative example:[b]"
a*b(a*ba*b),"positive example:[baabb, aabbaab], negative example:[abab, baaab]"
"a*ba{2,}[ba]*b","positive example:[baabab, aabaab], negative example:[bab]"
(a*b*(baa)a*b*(b)),"positive example:[bbbaabbb, abaabb, aabaaaab],negative example:[baaabaaab]"
(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111),"positive example:[00010, 100110, 110111, 100011, 1101, 10110, 10011, 111, 101010, 01000, 10, 101111, 0100, 0001, 1000, 110010, 11111, 00100, 00001, 100000, 10101, 110001, 10000, 11010, 100, 001, 0010, 01101, 01, 01011, 101100, 101001, 01110, 0111, 010, 1011, 1110, 11001, 11100, 100101, 00111, 1],negative example:[0]"
"(b{1}a{2,})","positive example:[baa, baaa], negative example:[bbaa, ba, aa]"
b((a*ba*)(a*ba*))*,"positive example:[bbbbb, b], negative example:[a, aa, ab, ba, baa, aba, baba]"
[ab][ab]*(a)(a)(a)[a],"positive example:[babaaaa, aaaaa, abaaaaa], negative example:[ba, aa, aba]"
((a|b)((a*b)|(a*ba)))?,"positive example:[bba, ab],negative example:[abab,ba]"
a*b*baaa*bb*,"positive example:[abaaaab, bbbaabbb, aabbaaabb], negative example:[aaab, bbbba, aababbb]"
a+(baa)*|a*,"positive example:[abaabaa, , aabaa],negative example:[b,baa]"
0*10*(10*1)*0*,"positive example:[001100111, 1001100, 1],negative example:[111011]"
(101)*,"positive example:["""", ""101"", ""101101""], negative example:[""1"", ""10"", ""1010""]"
b(a*)(bb)*,"positive example:[baabbbb, b],negative example:[bbbabb]"
(aa*|bb*)(aa*|bb*)aaaa*,"positive example: [abaaa, baaaa, abbbaaaaa, aaabbaaa], negative example: [a, b, aa, bb, ab, ba, aab, bba, abab, baba]"
(1+0*1+)|(0+1*0+)?,"positive example:[, 11, 101, 1001], negative example:[010010, 1, 10101]"
(a|b)a*ba,"positive example:[bba, aaaba], negative example:[ab, baa, aab]"
a*|((b)(aa))*,"positive example:[aa, baabaa], negative example:[b]"
00(0|1)*00,"positive example:[000100, 0000, 001000], negative example:[0010, 0001, 10000]"
(11|0|101)*,"positive example:[, 110101], negative example:[1]"
b(bb)*a*,"positive example:[baa, bbbbb], negative example:[a, baba, bbbbaa]"
((ab)+|(ba)+)?,"positive example:[ba, ab],negative example:[abba,a]"
baa+,"positive example:[baa, baaa],negative example:[ba]"
(a|bb)*|(a|bbb)*,"positive example:[bb, abb, bbba, abbb],negative example:[b]"
(a*bb+a*)|a*,"positive example:[, aa, abb, bbaa, aabbb],negative example:[b]"
(a+(bb))*a*,"positive example:[, abb, abbabbaa], negative example:[aab, bba, abab]"
0+(1+0+)*|1+(0+1+)+,"positive example:[0, 10101, 010, 101, 001010],negative example:[1, 01,]"
(a(b(aa)+)*)*,"positive example:["""", ""a"", ""aba"", ""abaa"", ""aabaa"", ""abaaaa"", ""abaabaa""], negative example:[""b"", ""aa"", ""ab"", ""aaba"", ""abaaa"", ""ababaa"", ""aabaaa""]"
